Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration,Load
2117,5.79,36.18,90,11.26,111.96,1063,75,Air Leakage,1.0,49.21
2118,5.5,36.07,100,11.03,122.09,1064,75,Air Leakage,1.08,23.47
2119,5.38,36.12,90,10.16,116.01,1064,75,Air Leakage,1.19,26.54
2120,5.21,36.24,100,10.75,121.94,1065,75,Air Leakage,1.19,13.8
2121,5.38,35.85,90,10.58,116.5,1065,75,Air Leakage,1.03,34.9
2122,5.37,36.08,100,10.9,114.44,1066,75,Air Leakage,0.98,26.03
2123,5.45,36.02,90,10.39,120.03,1066,75,Air Leakage,0.93,27.66
2124,5.63,36.02,100,10.64,115.8,1067,75,Air Leakage,1.01,31.6
2125,5.37,35.78,90,10.98,116.89,1067,75,Air Leakage,1.06,27.77
2126,5.55,35.9,100,10.83,112.29,1068,75,Air Leakage,0.83,48.81
2127,5.27,35.61,90,11.26,122.07,1068,75,Air Leakage,1.01,23.37
2128,5.72,35.99,100,10.93,116.49,1069,75,Air Leakage,1.06,45.69
2129,5.65,36.48,90,11.21,114.97,1069,75,Air Leakage,1.05,45.16
2130,5.72,36.15,100,10.09,113.73,1070,75,Air Leakage,0.97,43.7
2131,5.52,36.32,90,11.08,113.15,1070,75,Air Leakage,0.9,44.79
2132,5.14,36.47,100,11.06,124.44,1071,75,Air Leakage,0.81,6.65
2133,5.04,36.45,90,10.53,122.09,1071,75,Air Leakage,1.11,5.12
2134,5.16,36.5,100,10.76,126.34,1072,75,Air Leakage,0.9,8.8
2135,5.38,35.89,90,10.88,117.23,1072,75,Air Leakage,0.98,34.56
2136,5.31,35.43,100,10.7,114.75,1073,75,Air Leakage,1.05,26.84
2137,5.32,35.41,90,10.1,124.62,1073,75,Air Leakage,0.95,6.22
2138,5.29,35.35,100,10.55,122.78,1074,75,Air Leakage,0.81,15.34
2139,5.62,35.71,90,10.94,117.7,1074,75,Air Leakage,1.14,34.99
2140,5.39,35.66,100,10.55,116.36,1075,75,Air Leakage,1.19,33.06
2141,5.34,35.91,90,10.41,117.29,1075,75,Air Leakage,1.15,37.39
2142,5.54,36.08,100,10.78,114.37,1076,75,Air Leakage,1.07,40.05
2143,5.32,36.39,90,10.8,114.61,1076,75,Air Leakage,1.19,32.79
2144,5.52,35.83,100,10.31,110.61,1077,75,Air Leakage,0.82,45.76
2145,5.57,36.01,90,10.96,117.78,1077,75,Air Leakage,1.18,40.28
2146,5.47,36.1,100,10.96,114.47,1078,75,Air Leakage,1.18,38.95
2147,5.54,36.18,90,10.87,112.95,1078,75,Air Leakage,0.98,39.0
2148,5.52,36.29,100,10.18,115.28,1079,75,Air Leakage,0.93,32.64
2149,5.3,36.6,90,10.92,122.57,1079,75,Air Leakage,1.16,21.66
2150,5.48,36.39,100,10.71,115.54,1080,75,Air Leakage,0.93,33.39
2151,5.65,36.39,90,10.98,115.7,1080,75,Air Leakage,1.16,49.05
2152,5.24,36.5,100,10.44,116.99,1081,75,Air Leakage,0.86,24.82
2153,5.32,36.32,90,10.96,120.11,1081,75,Air Leakage,1.04,19.51
2154,5.35,36.07,100,10.64,115.09,1082,75,Air Leakage,1.03,35.22
2155,5.23,35.67,90,9.98,121.44,1082,75,Air Leakage,1.03,13.57
2156,5.38,35.7,100,10.41,114.21,1083,75,Air Leakage,1.06,38.14
2157,5.62,35.91,90,10.59,114.23,1083,75,Air Leakage,1.11,36.25
2158,5.2,35.82,100,10.48,118.74,1084,75,Air Leakage,1.1,14.77
2159,5.43,35.49,90,11.03,117.83,1084,75,Air Leakage,1.0,15.65
2160,5.34,35.8,100,10.92,118.23,1085,75,Air Leakage,0.91,26.36
2161,5.41,35.63,90,10.35,111.53,1085,75,Air Leakage,0.95,40.38
2162,5.38,35.94,100,10.58,119.64,1086,75,Air Leakage,1.1,24.92
2163,5.42,36.38,90,10.88,115.0,1086,75,Air Leakage,1.02,35.81
2164,5.16,36.44,100,10.7,118.78,1087,75,Air Leakage,1.18,20.03
2165,5.54,36.04,90,10.29,120.7,1087,75,Air Leakage,0.86,23.6
2166,5.32,36.29,100,10.22,123.88,1088,75,Air Leakage,1.02,6.62
2167,5.55,36.34,90,10.72,118.75,1088,75,Air Leakage,0.89,35.26
2168,5.43,36.17,100,10.87,114.84,1089,75,Air Leakage,0.99,28.88
2169,5.49,36.06,90,11.07,111.47,1089,75,Air Leakage,1.07,39.98
2170,5.31,36.1,100,10.56,114.95,1090,75,Air Leakage,1.13,29.73
2171,5.11,35.75,90,10.8,124.11,1090,75,Air Leakage,1.17,12.29
2172,5.32,36.06,100,10.65,114.49,1091,75,Air Leakage,0.89,24.55
2173,5.3,36.32,90,10.04,124.8,1091,75,Air Leakage,0.81,12.28
2174,5.36,36.07,100,11.12,116.65,1092,75,Air Leakage,0.83,43.79
2175,5.66,36.31,90,10.51,116.31,1092,75,Air Leakage,1.14,44.22
2176,5.29,36.24,100,10.73,120.35,1093,75,Air Leakage,0.96,18.6
2177,5.4,35.86,90,10.71,121.13,1093,75,Air Leakage,0.82,29.15
2178,5.51,35.96,100,10.75,115.12,1094,75,Air Leakage,0.89,37.27
2179,5.27,35.38,90,10.36,121.42,1094,75,Air Leakage,1.01,26.52
2180,5.5,35.62,100,10.75,112.8,1095,75,Air Leakage,0.84,34.18
2181,5.19,35.7,90,10.49,122.81,1095,75,Air Leakage,0.99,9.77
2182,5.44,35.84,100,10.79,117.06,1096,75,Air Leakage,1.02,23.15
2183,5.79,35.73,90,11.01,110.38,1096,75,Air Leakage,1.1,47.02
2184,5.78,35.65,100,10.65,113.7,1097,75,Air Leakage,1.1,46.36
2185,5.1,35.73,90,10.79,119.43,1097,75,Air Leakage,0.9,12.78
2186,5.27,36.14,100,10.98,118.46,1098,75,Air Leakage,1.01,31.19
2187,5.16,35.8,90,10.83,122.66,1098,75,Air Leakage,0.86,10.08
2188,5.33,36.11,100,10.74,116.43,1099,75,Air Leakage,0.94,28.47
2189,5.17,36.33,90,10.53,123.96,1099,75,Air Leakage,1.12,10.18
2190,5.46,36.35,100,10.81,113.06,1100,75,Air Leakage,0.92,37.2
2191,5.14,36.06,90,10.26,117.31,1100,75,Air Leakage,0.84,11.95
2192,5.49,36.42,100,10.21,115.78,1101,75,Air Leakage,0.85,42.89
2193,5.1,36.14,90,10.16,125.4,1101,75,Air Leakage,1.13,6.44
2194,5.34,35.91,100,10.57,121.23,1102,75,Air Leakage,0.84,10.38
2195,5.48,35.72,90,11.21,121.16,1102,75,Air Leakage,0.91,17.68
2196,5.46,35.9,100,10.88,114.5,1103,75,Air Leakage,1.15,32.72
2197,5.55,35.98,90,10.29,114.96,1103,75,Air Leakage,0.95,47.91
2198,5.65,36.37,100,10.9,114.33,1104,75,Air Leakage,0.99,49.84
2199,5.42,36.46,90,10.59,121.82,1104,75,Air Leakage,1.12,13.73
2200,5.6,36.77,100,10.58,117.5,1105,75,Air Leakage,0.98,36.86
2201,5.53,37.15,90,10.62,110.63,1105,75,Air Leakage,0.98,47.47
2202,5.2,37.27,100,10.94,122.34,1106,75,Air Leakage,1.07,5.51
2203,5.75,37.21,90,10.37,114.73,1106,75,Air Leakage,0.8,35.16
2204,5.53,37.32,100,10.16,118.4,1107,75,Air Leakage,1.03,25.07
2205,5.49,37.66,90,10.19,116.35,1107,75,Air Leakage,1.17,37.96
2206,5.46,37.49,100,10.62,117.25,1108,75,Air Leakage,1.14,12.99
2207,5.4,37.29,90,10.48,118.61,1108,75,Air Leakage,0.85,31.8
2208,5.7,37.04,100,11.16,112.64,1109,75,Air Leakage,0.91,48.89
2209,5.31,36.31,90,11.34,121.33,1109,75,Air Leakage,0.97,7.78
2210,5.32,36.5,100,10.97,116.94,1110,75,Air Leakage,1.17,31.71
2211,5.22,36.91,90,10.93,121.18,1110,75,Air Leakage,1.14,14.51
2212,5.33,36.75,100,11.11,121.99,1111,75,Air Leakage,0.96,6.25
2213,5.27,36.6,90,10.28,121.52,1111,75,Air Leakage,1.19,12.59
2214,5.39,36.58,100,10.88,116.91,1112,75,Air Leakage,0.84,27.15
2215,5.29,36.76,90,10.71,118.37,1112,75,Air Leakage,0.95,23.54
2216,5.55,36.82,100,10.74,116.11,1113,75,Air Leakage,0.93,33.14
2217,5.73,36.94,90,10.75,115.69,1113,75,Air Leakage,1.07,35.35
2218,5.74,37.01,100,10.69,113.96,1114,75,Air Leakage,0.98,45.26
2219,5.31,37.31,90,10.87,123.74,1114,75,Air Leakage,1.04,10.93
2220,5.63,37.22,100,10.56,116.82,1115,75,Air Leakage,1.19,36.7
2221,5.3,36.6,90,10.59,122.64,1115,75,Air Leakage,1.04,11.52
2222,5.6,36.69,100,10.46,117.29,1116,75,Air Leakage,0.94,41.7
2223,5.3,36.55,90,10.78,125.92,1116,75,Air Leakage,1.01,9.93
2224,5.24,36.74,100,10.92,117.39,1117,75,Air Leakage,1.14,21.59
2225,5.43,36.4,90,10.75,118.41,1117,75,Air Leakage,0.99,19.71
2226,5.57,36.26,100,10.4,116.28,1118,75,Air Leakage,1.06,38.48
2227,5.48,36.57,90,10.9,115.83,1118,75,Air Leakage,0.84,38.53
2228,5.65,36.68,100,10.64,110,1119,75,Air Leakage,1.03,47.06
2229,5.07,36.73,90,10.98,119.46,1119,75,Air Leakage,1.17,9.03
2230,5.58,36.15,100,10.58,112.29,1120,75,Air Leakage,1.04,44.56
2231,5.39,35.99,90,10.44,117.55,1120,75,Air Leakage,0.86,30.87
2232,5.42,36.16,100,10.58,118.63,1121,75,Air Leakage,1.1,13.31
2233,5.57,36.03,90,10.43,117.79,1121,75,Air Leakage,1.08,30.26
2234,5.41,35.94,100,10.24,113.57,1122,75,Air Leakage,1.12,33.5
2235,5.61,35.79,90,11.41,110.18,1122,75,Air Leakage,0.94,48.15
2236,5.32,35.7,100,10.51,116.39,1123,75,Air Leakage,0.88,24.05
2237,5.25,36.14,90,11.21,119.03,1123,75,Air Leakage,0.86,19.41
2238,5.37,36.19,100,10.62,117.42,1124,75,Air Leakage,1.17,41.27
2239,5.78,36.47,90,10.15,114.08,1124,75,Air Leakage,0.9,49.97
2240,5.43,36.07,100,10.64,116.16,1125,75,Air Leakage,1.16,33.42
2241,5.39,35.71,90,10.25,119.9,1125,75,Air Leakage,1.13,21.36
2242,5.38,35.6,100,10.58,121.02,1126,75,Air Leakage,0.83,33.2
2243,5.32,35.31,90,10.35,116.74,1126,75,Air Leakage,1.02,29.34
2244,5.2,35.13,100,10.73,124.51,1127,75,Air Leakage,0.81,8.5
2245,5.71,35.13,90,10.61,112.75,1127,75,Air Leakage,0.85,42.41
2246,5.45,35.57,100,10.85,117.45,1128,75,Air Leakage,0.82,25.17
2247,5.11,35.9,90,10.7,124.95,1128,75,Air Leakage,1.05,6.28
2248,5.03,35.69,100,10.69,121.34,1129,75,Air Leakage,1.16,7.66
2249,5.47,35.88,90,10.66,123.17,1129,75,Air Leakage,1.11,22.89
2250,5.35,35.72,100,10.25,123.67,1130,75,Air Leakage,0.99,8.55
2251,5.16,36.16,90,10.69,119.65,1130,75,Air Leakage,0.98,10.75
2252,5.17,36.14,100,10.35,120.3,1131,75,Air Leakage,1.06,20.62
2253,5.72,35.94,90,10.53,112.03,1131,75,Air Leakage,1.01,47.91
2254,5.26,35.77,100,10.32,120.35,1132,75,Air Leakage,0.83,17.81
2255,5.29,35.98,90,10.86,117.44,1132,75,Air Leakage,0.9,22.4
2256,5.53,36.32,100,10.96,119.23,1133,75,Air Leakage,1.16,29.31
2257,5.69,35.76,90,11.11,117.71,1133,75,Air Leakage,1.19,38.67
2258,5.44,35.74,100,10.16,120.46,1134,75,Air Leakage,1.04,20.28
2259,5.62,36.1,90,11.07,114.83,1134,75,Air Leakage,1.18,42.83
2260,5.47,36.41,100,10.65,117.08,1135,75,Air Leakage,0.97,42.19
2261,5.22,36.51,90,10.55,121.62,1135,75,Air Leakage,1.2,10.2
2262,5.46,36.75,100,10.95,118.71,1136,75,Air Leakage,0.97,24.75
2263,5.41,36.27,90,11.18,117.65,1136,75,Air Leakage,1.09,25.24
2264,5.37,36.12,100,10.92,118.43,1137,75,Air Leakage,0.84,12.52
2265,5.6,36.06,90,10.86,112.81,1137,75,Air Leakage,1.15,46.44
2266,5.33,36.03,100,10.87,117.79,1138,75,Air Leakage,1.06,20.63
2267,5.41,35.83,90,10.96,114.58,1138,75,Air Leakage,0.8,31.17
2268,5.38,36.23,100,10.99,119.5,1139,75,Air Leakage,1.14,25.13
2269,5.48,36.69,90,10.39,119.5,1139,75,Air Leakage,1.18,18.4
2270,5.7,36.61,100,10.48,115.24,1140,75,Air Leakage,1.15,36.09
2271,5.06,36.74,90,11.07,125.98,1140,75,Air Leakage,1.13,8.52
2272,5.32,36.76,100,10.69,117.25,1141,75,Air Leakage,1.0,31.55
2273,5.54,36.79,90,10.17,118.72,1141,75,Air Leakage,0.93,38.77
2274,5.26,36.48,100,10.54,115.03,1142,75,Air Leakage,1.1,30.97
2275,5.4,36.12,90,11.04,117.24,1142,75,Air Leakage,0.98,23.67
2276,5.09,35.99,100,10.33,125.26,1143,75,Air Leakage,0.92,7.46
2277,5.4,36.09,90,10.03,120.89,1143,75,Air Leakage,0.86,15.06
2278,5.46,36.05,100,10.77,119.46,1144,75,Air Leakage,1.14,28.16
2279,5.47,36.05,90,10.45,121.18,1144,75,Air Leakage,1.13,11.47
2280,5.49,36.29,100,10.43,117.87,1145,75,Air Leakage,0.92,23.24
2281,5.67,36.39,90,10.7,110,1145,75,Air Leakage,1.0,49.84
2282,5.45,36.57,100,11.04,120.33,1146,75,Air Leakage,1.03,30.75
2283,5.53,36.29,90,10.44,115.51,1146,75,Air Leakage,1.18,45.79
2284,5.58,35.89,100,11.45,110,1147,75,Air Leakage,1.18,49.23
2285,5.59,35.48,90,10.62,115.56,1147,75,Air Leakage,0.85,32.72
2286,5.17,35.52,100,11.19,124.88,1148,75,Air Leakage,1.09,5.06
2287,5.48,35.91,90,11.01,114.45,1148,75,Air Leakage,1.12,45.17
2288,5.4,35.98,100,10.68,122.62,1149,75,Air Leakage,0.98,5.49
2289,5.51,35.82,90,10.72,112.67,1149,75,Air Leakage,1.11,47.21
2290,5.69,36.21,100,11.27,115.24,1150,75,Air Leakage,1.12,44.56
2291,5.58,35.79,90,11.23,117.25,1150,75,Air Leakage,0.94,23.12
2292,5.42,35.52,100,11.2,118.9,1151,75,Air Leakage,0.92,24.12
2293,5.42,35.99,90,10.96,119.42,1151,75,Air Leakage,0.87,9.93
2294,5.35,35.94,100,10.58,117.53,1152,75,Air Leakage,0.83,26.12
2295,5.56,35.54,90,10.29,112.61,1152,75,Air Leakage,0.9,42.52
2296,5.13,35.68,100,10.6,120.39,1153,75,Air Leakage,1.14,6.19
2297,5.24,35.81,90,10.96,122.97,1153,75,Air Leakage,1.08,13.86
2298,5.35,35.57,100,11.28,119.18,1154,75,Air Leakage,0.83,29.76
2299,5.32,35.47,90,10.36,119.23,1154,75,Air Leakage,0.96,25.51
2300,5.13,35.78,100,10.43,123.07,1155,75,Air Leakage,0.91,10.15
2301,5.08,35.39,90,10.24,123.15,1155,75,Air Leakage,1.14,5.31
2302,5.47,35.71,100,10.35,117.49,1156,75,Air Leakage,0.97,42.83
2303,5.53,35.61,90,10.71,116.07,1156,75,Air Leakage,0.87,37.09
2304,5.5,35.65,100,10.92,110.91,1157,75,Air Leakage,0.94,45.5
2305,5.11,35.81,90,10.53,119.27,1157,75,Air Leakage,0.91,15.88
2306,5.29,35.4,100,10.62,120.06,1158,75,Air Leakage,0.9,19.48
2307,5.42,35.25,90,10.5,119.15,1158,75,Air Leakage,0.9,26.78
2308,5.77,35.65,100,10.73,112.21,1159,75,Air Leakage,1.1,45.8
2309,5.44,35.35,90,10.93,119.58,1159,75,Air Leakage,0.81,23.15
2310,5.14,35.53,100,11.07,118.06,1160,75,Air Leakage,1.04,9.45
2311,5.22,35.5,90,10.44,121.87,1160,75,Air Leakage,1.07,5.91
2312,5.62,35.28,100,10.65,110.93,1161,75,Air Leakage,1.2,47.2
2313,5.44,35.16,90,10.38,113.82,1161,75,Air Leakage,1.18,42.83
2314,5.28,35.38,100,10.78,122.84,1162,75,Air Leakage,1.19,10.08
2315,5.13,35.56,90,10.76,126.45,1162,75,Air Leakage,1.0,7.64
2316,5.47,35.42,100,11.06,113.24,1163,75,Air Leakage,1.07,47.22
2317,5.08,35.59,90,11.16,119.49,1163,75,Air Leakage,1.0,11.82
2318,5.43,35.53,100,10.0,116.68,1164,75,Air Leakage,0.98,26.39
2319,5.55,35.49,90,11.18,110.63,1164,75,Air Leakage,0.8,46.47
2320,5.55,35.83,100,10.84,111.2,1165,75,Air Leakage,0.96,49.07
2321,5.39,35.51,90,10.78,113.98,1165,75,Air Leakage,0.93,38.95
2322,5.66,35.4,100,10.62,115.32,1166,75,Air Leakage,1.07,35.39
2323,5.25,35.72,90,10.8,120.42,1166,75,Air Leakage,1.1,18.64
2324,5.79,36.1,100,10.61,115.27,1167,75,Air Leakage,0.85,46.64
2325,5.32,36.22,90,10.7,115.24,1167,75,Air Leakage,1.2,32.2
2326,5.42,36.46,100,10.45,120.87,1168,75,Air Leakage,1.03,23.44
2327,5.18,36.04,90,10.7,121.63,1168,75,Air Leakage,1.12,14.78
2328,5.43,36.05,100,10.34,119.3,1169,75,Air Leakage,1.1,29.55
2329,5.54,35.99,90,10.87,116.66,1169,75,Air Leakage,1.04,49.47
2330,5.58,35.75,100,10.93,112.46,1170,75,Air Leakage,1.06,47.41
2331,5.39,35.49,90,10.47,117.27,1170,75,Air Leakage,1.12,36.64
2332,5.23,35.41,100,10.64,116.92,1171,75,Air Leakage,0.9,25.58
2333,5.52,35.84,90,10.93,112.38,1171,75,Air Leakage,1.04,42.99
2334,5.43,35.99,100,10.11,117.24,1172,75,Air Leakage,0.89,32.61
2335,5.49,36.15,90,10.39,116.51,1172,75,Air Leakage,1.05,32.4
2336,5.12,35.71,100,10.88,125.97,1173,75,Air Leakage,1.1,5.3
2337,5.15,35.58,90,10.17,123.57,1173,75,Air Leakage,1.03,8.55
2338,5.15,35.96,100,10.37,124.6,1174,75,Air Leakage,1.17,9.25
2339,5.51,36.13,90,10.54,122.0,1174,75,Air Leakage,1.16,25.33
2340,5.49,35.83,100,10.97,114.55,1175,75,Air Leakage,0.98,28.28
2341,5.24,35.71,90,10.35,120.68,1175,75,Air Leakage,0.97,16.8
2342,5.31,35.59,100,11.25,119.43,1176,75,Air Leakage,0.94,25.66
2343,5.24,35.48,90,11.01,120.27,1176,75,Air Leakage,1.09,7.09
2344,5.28,35.89,100,10.88,120.07,1177,75,Air Leakage,1.02,15.49
2345,5.34,36.07,90,10.24,117.97,1177,75,Air Leakage,0.98,29.97
2346,5.67,36.17,100,10.44,112.03,1178,75,Air Leakage,1.05,46.08
2347,5.44,36.35,90,10.56,116.76,1178,75,Air Leakage,1.2,33.65
2348,5.2,36.16,100,10.77,122.23,1179,75,Air Leakage,0.83,11.81
2349,5.37,36.42,90,10.9,119.79,1179,75,Air Leakage,0.8,19.66
2350,5.31,36.38,100,11.22,121.57,1180,75,Air Leakage,1.12,22.23
2351,5.73,36.55,90,11.21,114.2,1180,75,Air Leakage,1.09,43.49
2352,5.6,36.54,100,10.93,116.87,1181,75,Air Leakage,0.85,29.88
2353,5.3,36.4,90,10.61,115.22,1181,75,Air Leakage,1.11,28.33
2354,5.2,36.11,100,10.44,121.48,1182,75,Air Leakage,1.14,5.54
2355,5.21,36.22,90,10.1,120.43,1182,75,Air Leakage,1.03,8.27
2356,5.45,35.8,100,10.99,116.31,1183,75,Air Leakage,1.19,31.11
2357,5.39,36.11,90,10.97,121.58,1183,75,Air Leakage,1.17,21.24
2358,5.26,36.25,100,10.75,117.88,1184,75,Air Leakage,0.82,19.59
2359,5.2,36.4,90,10.8,121.82,1184,75,Air Leakage,1.1,7.83
2360,5.22,36.43,100,10.26,121.89,1185,75,Air Leakage,1.08,7.59
2361,5.72,36.58,90,11.01,116.6,1185,75,Air Leakage,0.97,44.82
2362,5.55,36.96,100,10.57,117.18,1186,75,Air Leakage,0.85,34.58
2363,5.78,36.99,90,10.8,110.88,1186,75,Air Leakage,1.09,49.26
2364,5.37,36.78,100,10.63,118.02,1187,75,Air Leakage,1.12,21.82
2365,5.36,36.6,90,10.27,121.5,1187,75,Air Leakage,0.86,28.82
2366,5.43,36.58,100,10.7,119.59,1188,75,Air Leakage,0.81,23.7
2367,5.27,36.49,90,10.29,120.15,1188,75,Air Leakage,1.13,17.13
2368,5.36,36.41,100,10.34,120.08,1189,75,Air Leakage,0.87,25.19
2369,5.29,36.6,90,10.0,113.54,1189,75,Air Leakage,1.2,35.82
2370,5.55,36.48,100,10.25,114.34,1190,75,Air Leakage,1.05,42.97
2371,5.14,36.71,90,10.51,120.08,1190,75,Air Leakage,1.19,10.69
2372,5.5,36.89,100,10.17,115.44,1191,75,Air Leakage,0.91,40.34
2373,5.66,36.89,90,10.54,119.15,1191,75,Air Leakage,0.9,30.95
2374,5.61,36.49,100,10.74,114.47,1192,75,Air Leakage,1.12,40.01
2375,5.28,36.4,90,10.26,118.42,1192,75,Air Leakage,0.93,20.31
2376,5.26,36.43,100,10.62,119.53,1193,75,Air Leakage,0.97,24.93
2377,5.21,36.39,90,10.3,123.87,1193,75,Air Leakage,0.88,13.46
2378,5.43,36.01,100,10.62,114.34,1194,75,Air Leakage,0.82,47.77
2379,5.32,36.3,90,10.26,120.62,1194,75,Air Leakage,0.82,11.65
2380,5.41,36.64,100,11.33,119.38,1195,75,Air Leakage,0.84,23.99
2381,5.23,36.47,90,11.08,118.73,1195,75,Air Leakage,1.2,14.21
2382,5.62,36.65,100,11.03,112.43,1196,75,Air Leakage,0.96,42.52
2383,5.49,36.85,90,10.08,118.08,1196,75,Air Leakage,1.07,21.4
2384,5.44,36.91,100,11.36,118.17,1197,75,Air Leakage,1.17,21.15
2385,5.57,36.57,90,10.1,111.47,1197,75,Air Leakage,0.9,48.8
2386,5.09,36.37,100,10.75,120.09,1198,75,Air Leakage,1.07,14.5
2387,5.34,36.53,90,10.31,119.25,1198,75,Air Leakage,1.08,20.18
2388,5.19,36.21,100,11.04,120.49,1199,75,Air Leakage,0.82,16.82
2389,5.64,36.14,90,10.99,116.29,1199,75,Air Leakage,0.93,42.15
2390,5.5,36.03,100,10.08,113.13,1200,75,Air Leakage,0.83,39.44
2391,5.71,35.52,90,10.4,117.99,1200,75,Air Leakage,0.94,39.77
2392,5.49,35.18,100,11.22,115.19,1201,75,Air Leakage,1.13,32.64
2393,5.39,34.99,90,10.83,113.85,1201,75,Air Leakage,0.82,35.28
2394,5.52,34.9,100,10.82,121.81,1202,75,Air Leakage,0.97,14.73
2395,5.73,34.91,90,11.23,110.07,1202,75,Air Leakage,1.1,44.95
2396,5.25,35.28,100,10.99,120.33,1203,75,Air Leakage,0.89,11.91
2397,5.65,34.88,90,11.1,117.03,1203,75,Air Leakage,1.2,40.37
2398,5.11,34.88,100,10.92,119.95,1204,75,Air Leakage,0.83,16.73
2399,5.39,34.59,90,10.36,117.16,1204,75,Air Leakage,1.08,34.18
2400,5.21,35.18,100,10.57,123.02,1205,75,Air Leakage,1.05,10.51
2401,5.36,35.53,90,10.88,116.96,1205,75,Air Leakage,1.1,33.77
2402,5.47,35.66,100,10.72,117.34,1206,75,Air Leakage,1.19,25.76
2403,5.34,35.68,90,10.92,121.58,1206,75,Air Leakage,0.81,13.63
2404,5.37,35.53,100,10.43,116.08,1207,75,Air Leakage,0.95,24.79
2405,5.0,35.7,90,10.58,125.44,1207,75,Air Leakage,0.94,6.35
2406,5.36,35.7,100,10.19,123.11,1208,75,Air Leakage,1.19,14.58
2407,5.29,35.86,90,10.14,118.3,1208,75,Air Leakage,1.02,21.52
2408,5.63,36.05,100,10.73,115.3,1209,75,Air Leakage,0.94,33.78
2409,5.62,36.36,90,10.92,115.76,1209,75,Air Leakage,1.02,44.27
2410,5.51,36.66,100,10.48,115.87,1210,75,Air Leakage,1.14,42.63
2411,5.64,36.9,90,11.11,119.9,1210,75,Air Leakage,0.91,33.41
2412,5.36,37.04,100,10.45,117.82,1211,75,Air Leakage,1.16,17.67
2413,5.75,36.7,90,10.65,110.77,1211,75,Air Leakage,0.87,48.75
2414,5.65,36.52,100,10.57,119.73,1212,75,Air Leakage,0.97,27.5
2415,5.42,36.54,90,10.73,115.26,1212,75,Air Leakage,1.13,25.63
2416,5.36,36.6,100,11.17,120.56,1213,75,Air Leakage,1.18,12.46
2417,5.38,36.97,90,10.98,121.89,1213,75,Air Leakage,0.86,6.44
2418,5.39,37.25,100,10.72,116.79,1214,75,Air Leakage,1.18,31.97
2419,5.2,37.11,90,10.9,124.53,1214,75,Air Leakage,1.09,9.03
2420,5.37,37.17,100,11.02,123.31,1215,75,Air Leakage,1.03,7.01
2421,5.52,36.76,90,10.5,114.36,1215,75,Air Leakage,0.96,44.67
2422,5.47,36.46,100,11.14,114.28,1216,75,Air Leakage,0.8,28.52
2423,5.45,36.36,90,10.29,117.68,1216,75,Air Leakage,1.06,36.85
2424,5.44,36.61,100,10.63,114.05,1217,75,Air Leakage,0.8,32.05
2425,5.39,36.35,90,10.51,110.59,1217,75,Air Leakage,1.14,42.93
2426,5.54,36.7,100,10.88,113.17,1218,75,Air Leakage,0.96,47.76
2427,5.6,36.14,90,11.11,117.24,1218,75,Air Leakage,0.89,42.04
2428,5.39,35.9,100,10.54,123.26,1219,75,Air Leakage,0.97,22.85
2429,5.33,35.67,90,10.82,121.41,1219,75,Air Leakage,0.94,14.97
2430,5.36,35.55,100,11.06,117.09,1220,75,Air Leakage,1.02,16.07
2431,5.66,35.66,90,10.82,114.49,1220,75,Air Leakage,1.14,49.34
2432,5.38,35.66,100,10.38,120.25,1221,75,Air Leakage,0.89,14.98
2433,5.29,35.85,90,10.58,123.34,1221,75,Air Leakage,1.18,20.28
2434,5.7,35.62,100,11.33,111.92,1222,75,Air Leakage,1.0,47.0
2435,5.54,35.75,90,11.32,111.22,1222,75,Air Leakage,0.85,42.32
2436,5.52,35.5,100,10.36,113.8,1223,75,Air Leakage,1.03,35.85
2437,5.24,35.95,90,10.31,121.84,1223,75,Air Leakage,0.84,6.7
2438,5.31,35.96,100,10.69,119.89,1224,75,Air Leakage,0.89,10.78
2439,5.36,36.34,90,10.12,117.9,1224,75,Air Leakage,0.98,40.95
2440,5.78,36.25,100,11.16,113.58,1225,75,Air Leakage,1.05,47.93
2441,5.57,36.44,90,10.72,117.73,1225,75,Air Leakage,1.05,32.98
2442,5.58,36.8,100,10.09,118.02,1226,75,Air Leakage,1.09,26.24
2443,5.37,37.04,90,10.41,115.37,1226,75,Air Leakage,0.81,29.57
2444,5.38,37.19,100,10.8,118.53,1227,75,Air Leakage,0.87,17.87
2445,5.31,37.32,90,11.13,121.71,1227,75,Air Leakage,1.17,13.27
2446,5.65,37.3,100,10.87,115.73,1228,75,Air Leakage,1.05,44.35
2447,5.33,37.39,90,10.21,122.12,1228,75,Air Leakage,1.09,17.92
2448,5.59,37.32,100,10.41,113.25,1229,75,Air Leakage,0.85,34.1
2449,5.07,37.0,90,10.71,120.95,1229,75,Air Leakage,0.97,8.65
2450,5.35,36.66,100,10.93,120.52,1230,75,Air Leakage,0.93,15.63
2451,5.34,36.78,90,11.08,115.81,1230,75,Air Leakage,0.99,30.2
2452,5.67,36.8,100,11.22,112.82,1231,75,Air Leakage,1.05,48.69
2453,5.51,36.54,90,10.88,119.06,1231,75,Air Leakage,1.18,31.87
2454,5.78,36.0,100,10.62,117.78,1232,75,Air Leakage,1.04,42.41
2455,5.64,35.8,90,10.37,113.86,1232,75,Air Leakage,0.94,35.66
2456,5.15,35.85,100,10.73,122.21,1233,75,Air Leakage,0.95,11.07
