Time,RunID,Step,PlannedFault,ObservedFault,Severity,FaultStart,RiseTime,MaximumSeverity,Direction,LoadPhase,ValveEvent
3843,10,242,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3844,10,243,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3845,10,244,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3846,10,245,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3847,10,246,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3848,10,247,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3849,10,248,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3850,10,249,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3851,10,250,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3852,10,251,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3853,10,252,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3854,10,253,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3855,10,254,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3856,10,255,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3857,10,256,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3858,10,257,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3859,10,258,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3860,10,259,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3861,10,260,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3862,10,261,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3863,10,262,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3864,10,263,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3865,10,264,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3866,10,265,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3867,10,266,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3868,10,267,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3869,10,268,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3870,10,269,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3871,10,270,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3872,10,271,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3873,10,272,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3874,10,273,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3875,10,274,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3876,10,275,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3877,10,276,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3878,10,277,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3879,10,278,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3880,10,279,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3881,10,280,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3882,10,281,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3883,10,282,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3884,10,283,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3885,10,284,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3886,10,285,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3887,10,286,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3888,10,287,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3889,10,288,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3890,10,289,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3891,10,290,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3892,10,291,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3893,10,292,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3894,10,293,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3895,10,294,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3896,10,295,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3897,10,296,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3898,10,297,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3899,10,298,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3900,10,299,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3901,10,300,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3902,10,301,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3903,10,302,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3904,10,303,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3905,10,304,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3906,10,305,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3907,10,306,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3908,10,307,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3909,10,308,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3910,10,309,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,1
3911,10,310,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3912,10,311,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3913,10,312,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,4,0
3914,10,313,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3915,10,314,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3916,10,315,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,0
3917,10,316,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3918,10,317,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3919,10,318,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3920,10,319,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,4,1
3921,10,320,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3922,10,321,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3923,10,322,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3924,10,323,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3925,10,324,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3926,10,325,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3927,10,326,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3928,10,327,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3929,10,328,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3930,10,329,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3931,10,330,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3932,10,331,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3933,10,332,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3934,10,333,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3935,10,334,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3936,10,335,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3937,10,336,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3938,10,337,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3939,10,338,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3940,10,339,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3941,10,340,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3942,10,341,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3943,10,342,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3944,10,343,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3945,10,344,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3946,10,345,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3947,10,346,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3948,10,347,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3949,10,348,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3950,10,349,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3951,10,350,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3952,10,351,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3953,10,352,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3954,10,353,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3955,10,354,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3956,10,355,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3957,10,356,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3958,10,357,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3959,10,358,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3960,10,359,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3961,10,360,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3962,10,361,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3963,10,362,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3964,10,363,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3965,10,364,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3966,10,365,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3967,10,366,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3968,10,367,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3969,10,368,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3970,10,369,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3971,10,370,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3972,10,371,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,1
3973,10,372,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3974,10,373,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3975,10,374,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3976,10,375,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3977,10,376,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3978,10,377,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3979,10,378,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3980,10,379,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3981,10,380,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3982,10,381,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3983,10,382,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3984,10,383,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3985,10,384,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3986,10,385,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3987,10,386,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
3988,10,387,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3989,10,388,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3990,10,389,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3991,10,390,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3992,10,391,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3993,10,392,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3994,10,393,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3995,10,394,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3996,10,395,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3997,10,396,Valve Sticking,Valve Sticking,0.55,50,93,0.55,-1,5,0
3998,10,397,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
3999,10,398,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,0
4000,10,399,Valve Sticking,Valve Sticking,0.55,50,93,0.55,1,5,1
4001,11,0,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4002,11,1,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4003,11,2,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4004,11,3,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4005,11,4,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4006,11,5,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4007,11,6,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4008,11,7,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4009,11,8,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4010,11,9,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4011,11,10,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4012,11,11,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4013,11,12,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4014,11,13,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4015,11,14,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4016,11,15,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4017,11,16,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4018,11,17,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4019,11,18,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4020,11,19,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4021,11,20,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4022,11,21,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4023,11,22,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4024,11,23,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4025,11,24,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4026,11,25,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4027,11,26,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4028,11,27,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4029,11,28,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4030,11,29,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4031,11,30,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4032,11,31,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4033,11,32,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4034,11,33,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4035,11,34,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4036,11,35,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4037,11,36,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4038,11,37,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4039,11,38,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4040,11,39,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4041,11,40,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4042,11,41,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4043,11,42,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4044,11,43,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4045,11,44,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4046,11,45,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4047,11,46,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4048,11,47,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4049,11,48,Valve Sticking,Healthy,0.0,51,109,0.85,1,1,0
4050,11,49,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4051,11,50,Valve Sticking,Healthy,0.0,51,109,0.85,-1,1,0
4052,11,51,Valve Sticking,Healthy,0.0002,51,109,0.85,-1,1,0
4053,11,52,Valve Sticking,Healthy,0.0008,51,109,0.85,-1,1,0
4054,11,53,Valve Sticking,Healthy,0.0019,51,109,0.85,-1,1,0
4055,11,54,Valve Sticking,Healthy,0.0034,51,109,0.85,-1,1,0
4056,11,55,Valve Sticking,Healthy,0.0052,51,109,0.85,-1,1,0
4057,11,56,Valve Sticking,Healthy,0.0074,51,109,0.85,-1,1,0
4058,11,57,Valve Sticking,Healthy,0.0101,51,109,0.85,-1,1,0
4059,11,58,Valve Sticking,Healthy,0.0131,51,109,0.85,-1,1,0
4060,11,59,Valve Sticking,Healthy,0.0164,51,109,0.85,1,1,0
4061,11,60,Valve Sticking,Healthy,0.0202,51,109,0.85,1,1,0
4062,11,61,Valve Sticking,Healthy,0.0242,51,109,0.85,1,1,0
4063,11,62,Valve Sticking,Healthy,0.0286,51,109,0.85,1,1,0
4064,11,63,Valve Sticking,Healthy,0.0334,51,109,0.85,1,1,0
4065,11,64,Valve Sticking,Healthy,0.0385,51,109,0.85,1,1,0
4066,11,65,Valve Sticking,Healthy,0.0439,51,109,0.85,1,1,0
4067,11,66,Valve Sticking,Healthy,0.0496,51,109,0.85,1,1,0
4068,11,67,Valve Sticking,Healthy,0.0556,51,109,0.85,1,1,0
4069,11,68,Valve Sticking,Healthy,0.0619,51,109,0.85,1,1,0
4070,11,69,Valve Sticking,Healthy,0.0685,51,109,0.85,-1,1,0
4071,11,70,Valve Sticking,Healthy,0.0753,51,109,0.85,-1,1,0
4072,11,71,Valve Sticking,Healthy,0.0825,51,109,0.85,-1,1,0
4073,11,72,Valve Sticking,Healthy,0.0899,51,109,0.85,-1,1,0
4074,11,73,Valve Sticking,Healthy,0.0976,51,109,0.85,-1,1,0
4075,11,74,Valve Sticking,Healthy,0.1055,51,109,0.85,-1,1,0
4076,11,75,Valve Sticking,Healthy,0.1136,51,109,0.85,-1,1,0
4077,11,76,Valve Sticking,Healthy,0.122,51,109,0.85,-1,1,0
4078,11,77,Valve Sticking,Healthy,0.1306,51,109,0.85,-1,1,0
4079,11,78,Valve Sticking,Healthy,0.1395,51,109,0.85,-1,1,0
4080,11,79,Valve Sticking,Healthy,0.1485,51,109,0.85,1,1,0
4081,11,80,Valve Sticking,Valve Sticking,0.1577,51,109,0.85,1,2,0
4082,11,81,Valve Sticking,Valve Sticking,0.1672,51,109,0.85,1,2,0
4083,11,82,Valve Sticking,Valve Sticking,0.1768,51,109,0.85,1,2,0
4084,11,83,Valve Sticking,Valve Sticking,0.1866,51,109,0.85,1,2,0
4085,11,84,Valve Sticking,Valve Sticking,0.1965,51,109,0.85,1,2,0
4086,11,85,Valve Sticking,Valve Sticking,0.2066,51,109,0.85,1,2,1
4087,11,86,Valve Sticking,Valve Sticking,0.2169,51,109,0.85,1,2,1
4088,11,87,Valve Sticking,Valve Sticking,0.2273,51,109,0.85,1,2,1
4089,11,88,Valve Sticking,Valve Sticking,0.2379,51,109,0.85,1,2,1
4090,11,89,Valve Sticking,Valve Sticking,0.2486,51,109,0.85,1,2,1
4091,11,90,Valve Sticking,Valve Sticking,0.2594,51,109,0.85,1,2,0
4092,11,91,Valve Sticking,Valve Sticking,0.2703,51,109,0.85,1,2,0
4093,11,92,Valve Sticking,Valve Sticking,0.2813,51,109,0.85,-1,2,0
4094,11,93,Valve Sticking,Valve Sticking,0.2925,51,109,0.85,-1,2,0
4095,11,94,Valve Sticking,Valve Sticking,0.3037,51,109,0.85,-1,2,0
4096,11,95,Valve Sticking,Valve Sticking,0.315,51,109,0.85,-1,2,0
4097,11,96,Valve Sticking,Valve Sticking,0.3264,51,109,0.85,-1,2,0
4098,11,97,Valve Sticking,Valve Sticking,0.3378,51,109,0.85,-1,2,1
4099,11,98,Valve Sticking,Valve Sticking,0.3493,51,109,0.85,-1,2,1
4100,11,99,Valve Sticking,Valve Sticking,0.3609,51,109,0.85,-1,2,1
4101,11,100,Valve Sticking,Valve Sticking,0.3725,51,109,0.85,-1,2,1
4102,11,101,Valve Sticking,Valve Sticking,0.3841,51,109,0.85,-1,2,1
4103,11,102,Valve Sticking,Valve Sticking,0.3958,51,109,0.85,-1,2,1
4104,11,103,Valve Sticking,Valve Sticking,0.4075,51,109,0.85,-1,2,1
4105,11,104,Valve Sticking,Valve Sticking,0.4192,51,109,0.85,-1,2,1
4106,11,105,Valve Sticking,Valve Sticking,0.4308,51,109,0.85,-1,2,1
4107,11,106,Valve Sticking,Valve Sticking,0.4425,51,109,0.85,-1,2,1
4108,11,107,Valve Sticking,Valve Sticking,0.4542,51,109,0.85,-1,2,0
4109,11,108,Valve Sticking,Valve Sticking,0.4659,51,109,0.85,-1,2,0
4110,11,109,Valve Sticking,Valve Sticking,0.4775,51,109,0.85,-1,2,0
4111,11,110,Valve Sticking,Valve Sticking,0.4891,51,109,0.85,1,2,0
4112,11,111,Valve Sticking,Valve Sticking,0.5007,51,109,0.85,1,2,0
4113,11,112,Valve Sticking,Valve Sticking,0.5122,51,109,0.85,1,2,1
4114,11,113,Valve Sticking,Valve Sticking,0.5236,51,109,0.85,1,2,1
4115,11,114,Valve Sticking,Valve Sticking,0.535,51,109,0.85,1,2,1
4116,11,115,Valve Sticking,Valve Sticking,0.5463,51,109,0.85,1,2,1
4117,11,116,Valve Sticking,Valve Sticking,0.5575,51,109,0.85,1,2,1
4118,11,117,Valve Sticking,Valve Sticking,0.5687,51,109,0.85,1,2,1
4119,11,118,Valve Sticking,Valve Sticking,0.5797,51,109,0.85,1,2,1
4120,11,119,Valve Sticking,Valve Sticking,0.5906,51,109,0.85,1,2,0
4121,11,120,Valve Sticking,Valve Sticking,0.6014,51,109,0.85,1,2,0
4122,11,121,Valve Sticking,Valve Sticking,0.6121,51,109,0.85,1,2,0
4123,11,122,Valve Sticking,Valve Sticking,0.6227,51,109,0.85,1,2,0
4124,11,123,Valve Sticking,Valve Sticking,0.6331,51,109,0.85,1,2,0
4125,11,124,Valve Sticking,Valve Sticking,0.6434,51,109,0.85,1,2,0
4126,11,125,Valve Sticking,Valve Sticking,0.6535,51,109,0.85,-1,2,0
4127,11,126,Valve Sticking,Valve Sticking,0.6634,51,109,0.85,-1,2,0
4128,11,127,Valve Sticking,Valve Sticking,0.6732,51,109,0.85,-1,2,0
4129,11,128,Valve Sticking,Valve Sticking,0.6828,51,109,0.85,-1,2,1
4130,11,129,Valve Sticking,Valve Sticking,0.6923,51,109,0.85,-1,2,1
4131,11,130,Valve Sticking,Valve Sticking,0.7015,51,109,0.85,-1,2,1
4132,11,131,Valve Sticking,Valve Sticking,0.7105,51,109,0.85,-1,2,1
4133,11,132,Valve Sticking,Valve Sticking,0.7194,51,109,0.85,-1,2,1
4134,11,133,Valve Sticking,Valve Sticking,0.728,51,109,0.85,-1,2,1
4135,11,134,Valve Sticking,Valve Sticking,0.7364,51,109,0.85,-1,2,1
4136,11,135,Valve Sticking,Valve Sticking,0.7445,51,109,0.85,-1,2,1
4137,11,136,Valve Sticking,Valve Sticking,0.7524,51,109,0.85,-1,2,1
4138,11,137,Valve Sticking,Valve Sticking,0.7601,51,109,0.85,-1,2,1
4139,11,138,Valve Sticking,Valve Sticking,0.7675,51,109,0.85,-1,2,1
4140,11,139,Valve Sticking,Valve Sticking,0.7747,51,109,0.85,-1,2,0
4141,11,140,Valve Sticking,Valve Sticking,0.7815,51,109,0.85,1,2,0
4142,11,141,Valve Sticking,Valve Sticking,0.7881,51,109,0.85,1,2,0
4143,11,142,Valve Sticking,Valve Sticking,0.7944,51,109,0.85,1,2,0
4144,11,143,Valve Sticking,Valve Sticking,0.8004,51,109,0.85,1,2,0
4145,11,144,Valve Sticking,Valve Sticking,0.8061,51,109,0.85,1,2,1
4146,11,145,Valve Sticking,Valve Sticking,0.8115,51,109,0.85,1,2,1
4147,11,146,Valve Sticking,Valve Sticking,0.8166,51,109,0.85,1,2,1
4148,11,147,Valve Sticking,Valve Sticking,0.8214,51,109,0.85,1,2,1
4149,11,148,Valve Sticking,Valve Sticking,0.8258,51,109,0.85,1,2,1
4150,11,149,Valve Sticking,Valve Sticking,0.8298,51,109,0.85,1,2,1
4151,11,150,Valve Sticking,Valve Sticking,0.8336,51,109,0.85,1,2,1
4152,11,151,Valve Sticking,Valve Sticking,0.8369,51,109,0.85,1,2,1
4153,11,152,Valve Sticking,Valve Sticking,0.8399,51,109,0.85,1,2,0
4154,11,153,Valve Sticking,Valve Sticking,0.8426,51,109,0.85,1,2,0
4155,11,154,Valve Sticking,Valve Sticking,0.8448,51,109,0.85,1,2,0
4156,11,155,Valve Sticking,Valve Sticking,0.8466,51,109,0.85,1,2,0
4157,11,156,Valve Sticking,Valve Sticking,0.8481,51,109,0.85,-1,2,0
4158,11,157,Valve Sticking,Valve Sticking,0.8492,51,109,0.85,-1,2,0
4159,11,158,Valve Sticking,Valve Sticking,0.8498,51,109,0.85,-1,2,0
4160,11,159,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,2,1
4161,11,160,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,1
4162,11,161,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,1
4163,11,162,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,1
4164,11,163,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,0
4165,11,164,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,0
4166,11,165,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,0
4167,11,166,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,0
4168,11,167,Valve Sticking,Valve Sticking,0.85,51,109,0.85,-1,3,0
4169,11,168,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,0
4170,11,169,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4171,11,170,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4172,11,171,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4173,11,172,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4174,11,173,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4175,11,174,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4176,11,175,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4177,11,176,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,0
4178,11,177,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,0
4179,11,178,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,0
4180,11,179,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
4181,11,180,Valve Sticking,Valve Sticking,0.85,51,109,0.85,1,3,1
