Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration
1471,4.39,628.65,90,11.26,112.5,740,0,Air Leakage,0.81
1472,5.44,629.5,80,9.93,113.37,740,0,Seal Wear,2.48
1473,5.46,630.88,70,9.8,112.37,740,0,Seal Wear,1.6
1474,5.39,631.03,60,10.19,90.29,740,0,Valve Sticking,3.04
1475,5.36,631.81,50,9.77,112.39,740,0,Seal Wear,1.59
1476,5.29,631.98,40,9.99,93.73,740,0,Valve Sticking,2.7
1477,4.57,631.98,30,11.7,98.88,740,0,Air Leakage,0.81
1478,5.44,633.2,20,9.99,114.31,740,0,Seal Wear,1.88
1479,4.49,633.33,10,11.65,100.46,740,0,Air Leakage,0.92
1480,5.31,634.57,0,9.55,110.24,740,0,Seal Wear,2.27
1481,5.36,635.71,10,10.16,117.89,741,0,Seal Wear,2.46
1482,4.46,635.8,20,11.74,102.9,742,0,Air Leakage,1.11
1483,5.3,635.9,30,9.51,94.27,743,0,Valve Sticking,3.66
1484,4.88,635.93,40,11.5,107.62,744,0,Air Leakage,0.87
1485,4.37,635.95,50,11.96,101.17,745,0,Air Leakage,0.83
1486,5.2,636.09,60,9.66,89.1,746,0,Valve Sticking,3.51
1487,5.45,636.94,70,9.96,108.62,747,0,Seal Wear,2.34
1488,4.99,637.0,80,9.62,86.34,748,0,Valve Sticking,3.25
1489,4.95,637.11,90,9.64,83.65,749,0,Valve Sticking,3.77
1490,5.76,638.61,100,9.6,109.37,750,0,Seal Wear,1.57
1491,5.34,639.54,90,10.37,111.11,750,0,Seal Wear,2.16
1492,5.5,640.4,80,10.48,107.27,750,0,Seal Wear,2.49
1493,4.63,640.58,70,11.09,105.97,750,0,Air Leakage,0.95
1494,5.19,640.71,60,10.04,96.47,750,0,Valve Sticking,2.97
1495,5.38,642.15,50,9.93,113.31,750,0,Seal Wear,1.98
1496,4.92,642.3,40,10.23,87.91,750,0,Valve Sticking,2.63
1497,5.2,642.33,30,9.67,90.18,750,0,Valve Sticking,3.12
1498,5.66,643.08,20,9.57,109.85,750,0,Seal Wear,2.25
1499,5.31,643.1,10,10.15,100.86,750,0,Valve Sticking,2.97
1500,5.46,644.63,0,9.68,110.59,750,0,Seal Wear,2.1
1501,5.44,644.76,10,10.15,92.36,751,0,Valve Sticking,3.79
1502,4.79,644.86,20,11.7,99.52,752,0,Air Leakage,0.84
1503,4.86,644.98,30,10.83,96.24,753,0,Air Leakage,0.97
1504,5.37,645.05,40,10.21,90.31,754,0,Valve Sticking,3.92
1505,5.24,645.16,50,10.25,97.34,755,0,Valve Sticking,2.97
1506,5.67,646.53,60,9.79,111.83,756,0,Seal Wear,1.67
1507,4.64,646.64,70,11.3,96.7,757,0,Air Leakage,1.2
1508,5.27,648.04,80,9.85,110.79,758,0,Seal Wear,1.75
1509,5.27,648.74,90,10.39,111.6,759,0,Seal Wear,2.35
1510,4.95,648.86,100,11.05,110.02,760,0,Air Leakage,1.01
1511,5.6,649.95,90,10.17,112.72,760,0,Seal Wear,1.83
1512,4.93,650.07,80,10.11,98.41,760,0,Valve Sticking,3.88
1513,5.41,650.69,70,9.56,113.54,760,0,Seal Wear,2.01
1514,5.43,650.73,60,10.45,95.06,760,0,Valve Sticking,3.75
1515,4.89,650.8,50,11.18,104.94,760,0,Air Leakage,1.08
1516,4.48,650.88,40,11.4,102.36,760,0,Air Leakage,1.0
1517,4.47,650.91,30,11.83,107.2,760,0,Air Leakage,0.86
1518,4.93,651.11,20,12.25,96.64,760,0,Air Leakage,0.95
1519,5.59,652.5,10,9.95,112.22,760,0,Seal Wear,2.42
1520,4.89,652.56,0,10.12,97.0,760,0,Valve Sticking,3.1
1521,5.04,652.7,10,10.33,89.88,761,0,Valve Sticking,2.54
1522,4.82,652.71,20,11.39,108.66,762,0,Air Leakage,1.11
1523,5.57,654.3,30,9.66,113.71,763,0,Seal Wear,2.31
1524,5.2,654.49,40,10.21,97.54,764,0,Valve Sticking,3.95
1525,5.36,654.56,50,10.21,94.28,765,0,Valve Sticking,3.84
1526,5.27,654.6,60,10.32,82.83,766,0,Valve Sticking,3.35
1527,4.88,654.66,70,10.5,100.07,767,0,Valve Sticking,3.24
1528,5.59,656.14,80,10.13,109.35,768,0,Seal Wear,2.28
1529,4.78,656.27,90,11.28,109.71,769,0,Air Leakage,1.09
1530,4.75,656.46,100,11.03,100.5,770,0,Air Leakage,1.03
1531,5.33,656.66,90,10.33,84.3,770,0,Valve Sticking,3.37
1532,5.38,657.59,80,10.44,113.19,770,0,Seal Wear,2.4
1533,5.27,657.73,70,9.64,96.94,770,0,Valve Sticking,2.8
1534,5.55,658.4,60,9.56,106.56,770,0,Seal Wear,1.57
1535,4.51,658.43,50,11.0,105.34,770,0,Air Leakage,0.9
1536,4.81,658.45,40,9.77,90.51,770,0,Valve Sticking,2.55
1537,4.87,658.49,30,12.28,113.78,770,0,Air Leakage,0.88
1538,5.75,659.36,20,10.23,109.28,770,0,Seal Wear,1.76
1539,4.97,659.43,10,9.92,93.9,770,0,Valve Sticking,2.88
1540,5.06,659.57,0,9.6,100.82,770,0,Valve Sticking,3.18
1541,4.47,659.74,10,11.47,104.66,771,0,Air Leakage,0.97
1542,5.52,660.52,20,10.1,113.78,772,0,Seal Wear,1.55
1543,5.65,661.81,30,9.68,112.17,773,0,Seal Wear,2.12
1544,4.29,661.89,40,11.82,95.84,774,0,Air Leakage,0.88
1545,4.51,662.01,50,11.76,104.35,775,0,Air Leakage,1.17
1546,4.63,662.15,60,12.22,98.84,776,0,Air Leakage,1.01
1547,5.41,662.86,70,9.81,115.42,777,0,Seal Wear,2.41
1548,5.3,662.93,80,10.41,100.33,778,0,Valve Sticking,3.47
1549,4.9,663.1,90,11.82,100.92,779,0,Air Leakage,1.15
1550,4.75,663.2,100,10.98,107.04,780,0,Air Leakage,1.0
1551,5.02,663.34,90,10.28,86.33,780,0,Valve Sticking,3.65
1552,5.22,664.31,80,9.99,111.12,780,0,Seal Wear,1.96
1553,5.45,665.52,70,9.88,112.43,780,0,Seal Wear,1.68
1554,4.91,665.55,60,9.61,87.97,780,0,Valve Sticking,2.74
1555,4.82,665.72,50,9.87,95.71,780,0,Valve Sticking,2.84
1556,5.48,666.73,40,10.34,111.55,780,0,Seal Wear,2.24
1557,5.24,666.75,30,9.52,96.55,780,0,Valve Sticking,3.9
1558,5.24,666.84,20,9.53,94.6,780,0,Valve Sticking,3.73
1559,4.83,666.85,10,12.32,103.68,780,0,Air Leakage,1.05
1560,4.44,667.0,0,11.44,104.69,780,0,Air Leakage,0.94
1561,4.5,667.19,10,11.01,100.62,781,0,Air Leakage,0.96
1562,5.0,667.39,20,9.96,88.14,782,0,Valve Sticking,3.62
1563,5.17,667.46,30,10.38,98.45,783,0,Valve Sticking,3.71
1564,5.27,667.65,40,9.57,92.67,784,0,Valve Sticking,3.82
1565,4.98,667.68,50,9.95,84.55,785,0,Valve Sticking,3.18
1566,5.34,667.75,60,10.04,100.41,786,0,Valve Sticking,3.75
1567,5.27,667.75,70,10.04,91.53,787,0,Valve Sticking,3.93
1568,5.25,667.76,80,11.88,108.14,788,0,Air Leakage,1.07
1569,5.19,667.95,90,9.73,91.57,789,0,Valve Sticking,2.5
1570,5.47,669.5,100,9.68,117.14,790,0,Seal Wear,1.57
1571,4.64,669.66,90,11.4,104.16,790,0,Air Leakage,1.08
1572,5.38,669.73,80,10.1,91.46,790,0,Valve Sticking,2.5
1573,4.79,669.91,70,10.93,101.73,790,0,Air Leakage,0.9
1574,5.2,669.94,60,10.63,111.13,790,0,Air Leakage,0.96
1575,5.17,670.11,50,10.32,97.36,790,0,Valve Sticking,2.86
1576,5.01,670.28,40,11.21,105.39,790,0,Air Leakage,0.97
1577,5.3,670.34,30,9.51,95.87,790,0,Valve Sticking,2.53
1578,5.34,670.35,20,9.68,101.12,790,0,Valve Sticking,2.66
1579,5.52,671.78,10,10.43,114.01,790,0,Seal Wear,2.08
1580,5.03,671.82,0,9.54,89.15,790,0,Valve Sticking,3.61
1581,5.45,673.29,10,10.19,111.33,791,0,Seal Wear,1.98
1582,5.5,674.32,20,10.31,115.97,792,0,Seal Wear,2.14
1583,5.66,675.15,30,9.59,114.57,793,0,Seal Wear,2.15
1584,5.67,676.5,40,9.7,115.38,794,0,Seal Wear,1.74
1585,5.21,677.52,50,10.23,117.91,795,0,Seal Wear,1.53
1586,4.81,677.7,60,9.75,103.63,796,0,Valve Sticking,3.58
1587,5.4,678.57,70,10.36,114.39,797,0,Seal Wear,1.52
1588,5.54,679.94,80,9.58,110.98,798,0,Seal Wear,1.51
1589,4.46,680.01,90,11.97,104.67,799,0,Air Leakage,0.92
1590,5.33,680.21,100,10.22,87.47,800,0,Valve Sticking,2.88
1591,4.95,680.3,90,11.89,103.62,800,0,Air Leakage,0.89
1592,4.58,680.31,80,11.48,101.38,800,0,Air Leakage,1.14
1593,4.58,680.42,70,11.41,98.76,800,0,Air Leakage,1.17
1594,4.96,680.47,60,11.52,96.93,800,0,Air Leakage,0.82
1595,5.7,681.21,50,10.47,108.58,800,0,Seal Wear,1.75
1596,5.0,681.36,40,10.21,90.75,800,0,Valve Sticking,3.63
1597,5.5,682.24,30,10.0,116.75,800,0,Seal Wear,1.74
1598,4.97,682.38,20,9.61,87.25,800,0,Valve Sticking,2.69
1599,5.05,682.57,10,9.97,101.24,800,0,Valve Sticking,3.77
1600,5.03,682.6,0,9.75,89.26,800,0,Valve Sticking,3.76
1601,5.27,684.08,10,10.04,112.16,801,0,Seal Wear,2.12
1602,5.28,684.21,20,9.87,89.97,802,0,Valve Sticking,3.15
1603,4.97,684.34,30,9.94,97.03,803,0,Valve Sticking,2.54
1604,4.91,684.42,40,11.5,104.97,804,0,Air Leakage,1.11
1605,4.38,684.48,50,11.34,106.42,805,0,Air Leakage,0.81
1606,5.04,684.61,60,11.7,104.04,806,0,Air Leakage,1.19
1607,5.75,685.82,70,9.55,113.73,807,0,Seal Wear,1.66
1608,5.23,687.03,80,10.44,118.75,808,0,Seal Wear,1.77
1609,5.26,687.68,90,10.38,118.0,809,0,Seal Wear,2.04
1610,5.31,687.7,100,9.71,88.99,810,0,Valve Sticking,3.82
1611,5.15,687.88,90,9.84,92.35,810,0,Valve Sticking,3.13
1612,5.09,687.96,80,11.82,102.11,810,0,Air Leakage,0.99
1613,5.32,688.05,70,9.73,91.94,810,0,Valve Sticking,2.67
1614,4.7,688.18,60,10.94,108.31,810,0,Air Leakage,0.88
1615,5.27,688.2,50,9.94,89.46,810,0,Valve Sticking,3.85
1616,5.72,689.66,40,10.26,109.92,810,0,Seal Wear,1.69
1617,5.6,690.85,30,10.37,110.26,810,0,Seal Wear,1.67
1618,4.72,690.93,20,11.76,110.91,810,0,Air Leakage,0.87
1619,5.38,691.02,10,9.54,87.93,810,0,Valve Sticking,2.76
1620,5.3,691.13,0,9.83,84.48,810,0,Valve Sticking,3.03
1621,5.45,692.11,10,9.91,110.51,811,0,Seal Wear,2.33
1622,4.79,692.26,20,11.6,98.47,812,0,Air Leakage,1.04
1623,4.49,692.38,30,11.82,106.78,813,0,Air Leakage,1.16
1624,4.5,692.42,40,10.85,113.58,814,0,Air Leakage,1.07
1625,5.37,693.23,50,9.74,118.86,815,0,Seal Wear,2.27
1626,5.52,693.84,60,9.94,110.02,816,0,Seal Wear,1.67
1627,5.33,695.05,70,10.27,111.41,817,0,Seal Wear,2.47
1628,5.34,695.09,80,10.15,85.99,818,0,Valve Sticking,2.97
1629,5.13,695.23,90,11.49,105.9,819,0,Air Leakage,1.14
1630,4.92,695.25,100,9.96,102.19,820,0,Valve Sticking,3.25
1631,5.29,695.28,90,9.86,84.45,820,0,Valve Sticking,2.63
1632,5.49,696.7,80,9.86,116.62,820,0,Seal Wear,2.25
1633,4.37,696.84,70,11.19,98.76,820,0,Air Leakage,1.0
1634,5.58,697.65,60,9.76,108.26,820,0,Seal Wear,2.26
1635,5.46,698.36,50,9.61,111.91,820,0,Seal Wear,1.91
1636,5.18,698.53,40,10.12,84.53,820,0,Valve Sticking,3.95
1637,5.48,698.65,30,9.89,95.63,820,0,Valve Sticking,3.82
1638,5.34,700.29,20,9.57,113.27,820,0,Seal Wear,2.27
1639,5.48,701.66,10,10.42,110.8,820,0,Seal Wear,1.87
1640,5.65,702.67,0,9.65,113.07,820,0,Seal Wear,2.45
1641,5.38,704.19,10,10.27,111.94,821,0,Seal Wear,2.11
1642,5.53,705.0,20,9.94,109.4,822,0,Seal Wear,2.21
1643,4.51,705.14,30,12.14,105.72,823,0,Air Leakage,1.17
1644,5.14,705.2,40,12.11,109.61,824,0,Air Leakage,0.98
1645,5.21,705.39,50,10.24,88.04,825,0,Valve Sticking,3.65
1646,5.3,705.48,60,9.79,93.59,826,0,Valve Sticking,2.55
1647,4.58,705.64,70,11.7,108.45,827,0,Air Leakage,0.81
1648,5.63,706.91,80,9.97,114.55,828,0,Seal Wear,1.89
1649,5.43,707.02,90,10.5,87.17,829,0,Valve Sticking,2.99
1650,5.59,708.62,100,9.97,114.81,830,0,Seal Wear,2.03
1651,5.44,708.79,90,10.47,89.06,830,0,Valve Sticking,3.01
1652,4.79,708.8,80,11.15,103.2,830,0,Air Leakage,1.14
1653,5.18,708.97,70,10.32,92.86,830,0,Valve Sticking,3.27
1654,5.77,710.5,60,10.38,108.19,830,0,Seal Wear,2.03
1655,4.97,710.68,50,10.04,89.8,830,0,Valve Sticking,2.97
1656,5.29,711.89,40,10.48,113.01,830,0,Seal Wear,1.77
1657,4.92,712.07,30,10.37,82.37,830,0,Valve Sticking,3.04
1658,5.32,712.72,20,9.57,117.04,830,0,Seal Wear,2.45
1659,4.48,712.78,10,12.02,105.22,830,0,Air Leakage,0.95
1660,5.3,712.79,0,10.37,94.57,830,0,Valve Sticking,2.67
1661,4.99,712.96,10,11.83,103.94,831,0,Air Leakage,1.06
1662,5.27,714.12,20,9.76,113.08,832,0,Seal Wear,2.36
1663,4.57,714.21,30,11.43,109.3,833,0,Air Leakage,1.06
1664,5.36,715.14,40,10.3,108.59,834,0,Seal Wear,1.94
1665,5.71,716.76,50,10.16,116.81,835,0,Seal Wear,1.72
1666,4.69,716.9,60,11.34,103.76,836,0,Air Leakage,0.82
1667,5.68,718.04,70,10.06,114.19,837,0,Seal Wear,1.93
1668,4.94,718.17,80,11.81,103.22,838,0,Air Leakage,1.08
1669,5.09,718.34,90,10.19,97.49,839,0,Valve Sticking,3.68
1670,5.02,718.43,100,10.35,95.04,840,0,Valve Sticking,2.9
1671,4.68,718.58,90,11.67,109.65,840,0,Air Leakage,0.9
1672,4.76,718.67,80,11.65,113.02,840,0,Air Leakage,0.82
1673,5.6,720.06,70,9.93,119.26,840,0,Seal Wear,1.62
1674,5.48,720.17,60,10.36,96.88,840,0,Valve Sticking,3.39
1675,5.02,720.29,50,11.66,110.62,840,0,Air Leakage,1.13
1676,5.63,721.11,40,10.21,114.02,840,0,Seal Wear,1.78
1677,5.55,722.64,30,9.84,111.71,840,0,Seal Wear,1.64
1678,5.48,723.59,20,10.34,116.46,840,0,Seal Wear,1.71
1679,4.87,723.64,10,10.29,89.78,840,0,Valve Sticking,3.5
1680,4.91,723.81,0,9.73,91.58,840,0,Valve Sticking,3.74
1681,4.52,723.84,10,11.21,106.91,841,0,Air Leakage,1.01
1682,5.32,724.9,20,10.1,107.62,842,0,Seal Wear,1.67
1683,5.08,725.09,30,9.72,92.44,843,0,Valve Sticking,3.46
1684,5.3,725.21,40,10.4,92.67,844,0,Valve Sticking,2.78
1685,5.27,725.39,50,9.56,95.19,845,0,Valve Sticking,3.11
1686,5.48,726.57,60,9.52,111.61,846,0,Seal Wear,2.27
1687,4.49,726.61,70,11.41,104.56,847,0,Air Leakage,1.11
1688,4.77,726.72,80,11.97,106.99,848,0,Air Leakage,0.98
1689,4.65,726.8,90,11.83,109.27,849,0,Air Leakage,0.85
1690,4.49,726.91,100,11.49,102.05,850,0,Air Leakage,0.97
1691,4.83,727.02,90,11.61,103.22,850,0,Air Leakage,1.19
1692,5.32,727.18,80,9.78,93.93,850,0,Valve Sticking,3.03
1693,5.65,727.96,70,10.43,110.96,850,0,Seal Wear,2.41
1694,4.79,728.11,60,11.62,98.83,850,0,Air Leakage,0.82
1695,4.86,728.24,50,11.34,105.16,850,0,Air Leakage,0.91
1696,5.52,729.34,40,9.96,109.17,850,0,Seal Wear,2.42
1697,5.11,729.53,30,10.15,90.87,850,0,Valve Sticking,3.17
1698,4.85,729.63,20,10.31,94.49,850,0,Valve Sticking,3.97
1699,4.96,729.78,10,9.94,99.96,850,0,Valve Sticking,3.69
1700,4.81,729.81,0,11.69,101.23,850,0,Air Leakage,0.89
1701,4.81,729.91,10,11.39,113.21,851,0,Air Leakage,0.81
1702,4.43,729.97,20,11.93,98.19,852,0,Air Leakage,1.08
1703,5.3,730.11,30,10.32,85.54,853,0,Valve Sticking,2.87
1704,5.12,730.22,40,10.37,96.55,854,0,Valve Sticking,3.6
1705,4.7,730.36,50,11.88,104.76,855,0,Air Leakage,1.05
1706,4.71,730.42,60,9.57,94.49,856,0,Valve Sticking,3.94
1707,4.79,730.56,70,11.14,103.96,857,0,Air Leakage,0.98
1708,5.38,730.69,80,10.48,97.41,858,0,Valve Sticking,2.55
1709,5.33,730.82,90,9.65,98.8,859,0,Valve Sticking,3.26
1710,5.4,731.99,100,9.91,107.31,860,0,Seal Wear,2.31
1711,4.35,732.06,90,10.97,109.66,860,0,Air Leakage,0.89
1712,5.19,732.1,80,10.2,86.11,860,0,Valve Sticking,3.56
1713,4.53,732.29,70,11.3,109.63,860,0,Air Leakage,1.11
1714,5.33,733.34,60,10.13,110.14,860,0,Seal Wear,2.18
1715,4.94,733.4,50,9.95,95.35,860,0,Valve Sticking,3.18
1716,5.29,733.49,40,10.02,84.55,860,0,Valve Sticking,3.11
1717,5.14,733.6,30,10.16,92.15,860,0,Valve Sticking,2.77
1718,4.73,733.65,20,11.45,98.64,860,0,Air Leakage,1.1
1719,5.0,733.76,10,10.0,97.92,860,0,Valve Sticking,3.37
1720,5.16,733.82,0,11.27,97.7,860,0,Air Leakage,1.18
1721,5.21,733.85,10,10.45,103.47,861,0,Valve Sticking,3.98
1722,5.73,734.7,20,9.93,117.0,862,0,Seal Wear,1.57
1723,4.85,734.76,30,9.7,89.89,863,0,Valve Sticking,3.22
1724,5.79,736.06,40,9.58,117.56,864,0,Seal Wear,2.18
1725,5.44,736.89,50,9.84,116.07,865,0,Seal Wear,1.77
1726,5.03,737.09,60,10.17,88.48,866,0,Valve Sticking,2.61
1727,4.87,737.2,70,9.52,91.85,867,0,Valve Sticking,3.7
1728,5.13,737.27,80,9.68,84.03,868,0,Valve Sticking,3.04
1729,5.46,737.28,90,10.13,99.91,869,0,Valve Sticking,2.7
1730,4.75,737.42,100,9.93,91.09,870,0,Valve Sticking,2.79
1731,5.42,738.49,90,9.67,115.0,870,0,Seal Wear,1.74
1732,5.4,738.69,80,10.3,102.43,870,0,Valve Sticking,3.04
1733,5.52,739.52,70,9.51,107.74,870,0,Seal Wear,1.89
1734,4.23,739.63,60,11.94,106.16,870,0,Air Leakage,0.99
1735,4.8,739.78,50,11.13,102.98,870,0,Air Leakage,1.2
1736,5.47,741.32,40,10.05,109.62,870,0,Seal Wear,2.22
1737,5.18,741.49,30,9.8,88.28,870,0,Valve Sticking,2.62
1738,4.95,741.62,20,10.33,98.55,870,0,Valve Sticking,2.57
1739,5.78,742.75,10,10.21,116.55,870,0,Seal Wear,2.46
1740,5.01,742.94,0,10.39,92.93,870,0,Valve Sticking,3.94
1741,4.48,743.03,10,11.63,108.98,871,0,Air Leakage,1.1
1742,5.57,744.13,20,9.79,112.03,872,0,Seal Wear,2.0
1743,5.75,745.66,30,9.88,114.45,873,0,Seal Wear,1.65
1744,5.59,746.94,40,10.43,111.26,874,0,Seal Wear,1.67
1745,4.72,746.98,50,11.86,99.02,875,0,Air Leakage,1.02
1746,4.47,747.07,60,11.81,103.3,876,0,Air Leakage,1.02
1747,5.46,747.82,70,10.47,118.61,877,0,Seal Wear,1.7
1748,5.61,748.49,80,9.85,113.17,878,0,Seal Wear,1.64
1749,4.94,748.58,90,10.46,99.4,879,0,Valve Sticking,3.29
1750,5.55,748.72,100,10.36,99.57,880,0,Valve Sticking,3.91
1751,4.63,748.78,90,11.57,105.61,880,0,Air Leakage,1.14
1752,5.36,749.6,80,10.42,111.95,880,0,Seal Wear,2.24
1753,4.42,749.75,70,12.43,108.44,880,0,Air Leakage,1.04
1754,5.32,750.49,60,10.39,114.3,880,0,Seal Wear,2.18
1755,4.95,750.55,50,11.52,102.35,880,0,Air Leakage,0.97
1756,5.7,751.15,40,9.73,113.1,880,0,Seal Wear,2.03
1757,5.23,751.17,30,10.07,90.97,880,0,Valve Sticking,3.99
1758,5.64,752.39,20,9.56,114.19,880,0,Seal Wear,2.19
1759,4.75,752.47,10,11.49,106.88,880,0,Air Leakage,1.05
1760,5.17,752.61,0,12.26,109.97,880,0,Air Leakage,1.11
1761,4.87,752.64,10,9.98,90.56,881,0,Valve Sticking,2.82
1762,5.09,752.83,20,10.16,99.37,882,0,Valve Sticking,2.72
1763,5.74,753.52,30,9.67,112.74,883,0,Seal Wear,2.11
1764,5.52,753.53,40,10.48,85.23,884,0,Valve Sticking,3.22
1765,5.4,754.27,50,10.11,116.82,885,0,Seal Wear,1.98
1766,5.3,754.37,60,10.46,102.27,886,0,Valve Sticking,3.77
1767,4.99,754.54,70,11.59,103.93,887,0,Air Leakage,0.91
1768,4.75,754.66,80,11.77,103.91,888,0,Air Leakage,0.84
1769,5.13,754.71,90,10.24,103.72,889,0,Valve Sticking,3.07
1770,5.4,755.62,100,10.43,114.13,890,0,Seal Wear,2.23
1771,5.42,756.35,90,10.24,112.46,890,0,Seal Wear,2.13
1772,5.2,756.42,80,9.83,91.58,890,0,Valve Sticking,3.07
1773,5.74,757.73,70,9.8,109.21,890,0,Seal Wear,1.99
1774,4.51,757.83,60,12.11,101.37,890,0,Air Leakage,1.17
1775,5.46,757.92,50,9.83,88.19,890,0,Valve Sticking,3.47
1776,5.33,758.8,40,10.46,114.98,890,0,Seal Wear,2.3
1777,5.63,760.03,30,10.09,112.61,890,0,Seal Wear,2.0
1778,5.19,760.17,20,9.99,103.85,890,0,Valve Sticking,2.97
1779,5.53,761.5,10,10.22,114.8,890,0,Seal Wear,2.35
1780,5.1,761.59,0,11.58,106.23,890,0,Air Leakage,1.13
1781,5.26,762.97,10,10.43,117.64,891,0,Seal Wear,2.27
1782,5.5,764.02,20,10.39,112.68,892,0,Seal Wear,1.75
1783,4.82,764.15,30,10.05,96.57,893,0,Valve Sticking,3.29
1784,5.45,764.33,40,10.38,103.12,894,0,Valve Sticking,2.72
1785,4.67,764.5,50,11.65,102.44,895,0,Air Leakage,0.92
1786,4.53,764.56,60,11.1,109.85,896,0,Air Leakage,1.19
1787,5.06,764.7,70,9.88,102.5,897,0,Valve Sticking,3.84
1788,4.97,764.73,80,10.46,88.14,898,0,Valve Sticking,3.05
1789,5.12,764.79,90,10.02,95.29,899,0,Valve Sticking,2.92
1790,4.8,764.91,100,11.65,102.96,900,0,Air Leakage,0.81
1791,4.92,765.04,90,11.21,104.57,900,0,Air Leakage,0.89
1792,5.29,765.12,80,9.65,82.75,900,0,Valve Sticking,2.92
1793,5.14,765.13,70,10.65,112.41,900,0,Air Leakage,1.19
1794,4.93,765.15,60,10.48,104.16,900,0,Valve Sticking,2.55
1795,5.14,765.35,50,9.77,88.05,900,0,Valve Sticking,3.36
1796,5.67,766.79,40,9.77,110.23,900,0,Seal Wear,2.35
1797,4.92,766.89,30,12.16,109.09,900,0,Air Leakage,0.96
1798,5.12,766.95,20,10.22,97.97,900,0,Valve Sticking,2.63
1799,5.06,767.0,10,12.0,107.85,900,0,Air Leakage,0.99
1800,5.22,768.24,0,9.7,112.45,900,0,Seal Wear,2.17
1801,4.71,768.39,10,11.54,107.16,901,0,Air Leakage,1.15
1802,5.5,769.28,20,10.27,110.24,902,0,Seal Wear,1.68
1803,5.39,770.38,30,9.88,114.85,903,0,Seal Wear,2.2
1804,5.23,771.25,40,9.79,116.91,904,0,Seal Wear,1.57
1805,4.79,771.3,50,12.09,107.6,905,0,Air Leakage,1.1
1806,5.68,772.8,60,10.45,115.99,906,0,Seal Wear,1.83
1807,4.67,772.96,70,10.76,109.78,907,0,Air Leakage,0.96
1808,5.75,774.45,80,10.22,110.65,908,0,Seal Wear,2.04
1809,5.13,774.56,90,11.15,111.61,909,0,Air Leakage,1.11
1810,5.19,774.61,100,9.98,91.51,910,0,Valve Sticking,4.0
1811,5.11,774.7,90,9.9,99.91,910,0,Valve Sticking,3.92
1812,4.68,774.88,80,11.68,108.08,910,0,Air Leakage,0.8
1813,5.2,774.95,70,10.22,91.41,910,0,Valve Sticking,3.63
1814,5.1,774.96,60,9.98,99.83,910,0,Valve Sticking,3.3
1815,5.66,775.76,50,9.68,108.64,910,0,Seal Wear,2.27
1816,4.82,775.94,40,11.69,106.07,910,0,Air Leakage,0.98
1817,5.28,776.96,30,10.48,108.39,910,0,Seal Wear,2.21
1818,5.35,777.97,20,9.55,107.38,910,0,Seal Wear,2.48
1819,5.21,778.09,10,10.42,95.25,910,0,Valve Sticking,3.65
1820,5.08,778.25,0,9.93,91.86,910,0,Valve Sticking,2.56
1821,4.86,778.35,10,11.54,108.66,911,0,Air Leakage,0.98
1822,4.85,778.5,20,9.5,93.9,912,0,Valve Sticking,3.43
1823,5.37,778.58,30,9.8,88.0,913,0,Valve Sticking,3.87
1824,5.47,778.78,40,10.25,95.11,914,0,Valve Sticking,3.18
1825,5.73,779.58,50,10.2,115.85,915,0,Seal Wear,1.88
1826,4.62,779.68,60,11.36,95.9,916,0,Air Leakage,1.02
1827,5.7,780.89,70,9.9,112.99,917,0,Seal Wear,2.36
1828,5.35,781.92,80,9.77,115.56,918,0,Seal Wear,2.37
1829,4.99,782.0,90,11.86,103.31,919,0,Air Leakage,1.06
1830,5.04,782.18,100,11.22,110.73,920,0,Air Leakage,0.98
1831,5.67,783.19,90,9.57,112.49,920,0,Seal Wear,1.62
1832,5.04,783.21,80,9.78,95.98,920,0,Valve Sticking,3.95
1833,4.73,783.31,70,11.46,105.25,920,0,Air Leakage,1.18
1834,5.48,784.71,60,10.06,108.95,920,0,Seal Wear,1.63
1835,4.7,784.75,50,11.91,108.41,920,0,Air Leakage,0.8
1836,5.45,784.93,40,10.19,96.1,920,0,Valve Sticking,2.98
1837,4.64,785.0,30,11.36,107.75,920,0,Air Leakage,0.99
1838,4.63,785.11,20,11.42,108.41,920,0,Air Leakage,1.17
1839,5.15,785.13,10,10.32,87.37,920,0,Valve Sticking,2.84
1840,5.11,785.32,0,10.34,80.4,920,0,Valve Sticking,3.63
1841,5.53,785.4,10,9.52,95.02,921,0,Valve Sticking,3.54
1842,5.06,785.56,20,10.15,94.85,922,0,Valve Sticking,2.69
1843,4.63,785.61,30,11.55,98.92,923,0,Air Leakage,0.87
1844,5.45,785.64,40,9.92,86.44,924,0,Valve Sticking,3.86
1845,5.1,785.67,50,9.88,92.0,925,0,Valve Sticking,3.2
1846,5.59,787.2,60,10.42,109.5,926,0,Seal Wear,1.61
1847,5.26,788.43,70,10.08,118.63,927,0,Seal Wear,2.05
1848,4.81,788.54,80,11.74,100.62,928,0,Air Leakage,0.8
1849,5.69,789.97,90,10.46,108.03,929,0,Seal Wear,2.39
1850,5.51,791.26,100,10.39,105.8,930,0,Seal Wear,2.11
1851,5.11,791.29,90,10.28,82.74,930,0,Valve Sticking,3.6
1852,5.38,791.36,80,9.73,81.81,930,0,Valve Sticking,3.51
1853,4.78,791.39,70,11.36,106.14,930,0,Air Leakage,1.12
