Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration,Load
2753,5.04,30.76,70,9.99,128.04,17,99.3,Healthy,0.44,9.16
2754,5.02,30.76,60,10.15,126.82,17,99.3,Healthy,0.38,9.65
2755,5.08,30.81,50,9.85,124.92,17,99.3,Healthy,0.43,9.47
2756,5.04,30.91,40,10.17,126.14,17,99.3,Healthy,0.3,9.81
2757,5.06,30.79,30,9.74,128.6,17,99.3,Healthy,0.4,9.94
2758,5.02,30.67,20,10.24,124.81,17,99.29,Healthy,0.44,9.65
2759,5.04,30.78,10,10.05,125.7,17,99.29,Healthy,0.31,9.15
2760,5.18,30.81,0,10.0,126.83,18,99.29,Healthy,0.3,9.46
2761,4.99,30.78,10,10.19,125.73,18,99.28,Healthy,0.3,8.92
2762,5.09,30.95,20,10.3,127.02,18,99.28,Healthy,0.39,9.15
2763,5.15,30.94,30,9.95,128.66,18,99.28,Healthy,0.44,9.5
2764,5.0,31.05,40,9.88,125.89,18,99.28,Healthy,0.27,9.41
2765,4.98,31.09,50,10.08,128.49,18,99.28,Healthy,0.42,9.28
2766,5.13,31.05,60,9.98,126.72,18,99.27,Healthy,0.33,8.7
2767,4.99,31.1,70,10.33,126.85,18,99.27,Healthy,0.39,8.43
2768,5.13,31.04,80,9.82,127.2,18,99.27,Healthy,0.36,8.41
2769,5.06,30.94,90,10.23,126.61,18,99.27,Healthy,0.23,7.88
2770,5.02,30.97,100,10.14,124.33,18,99.27,Healthy,0.38,8.16
2771,5.1,31.0,90,10.26,125.35,18,99.26,Healthy,0.28,8.22
2772,4.98,30.93,80,10.31,128.32,18,99.26,Healthy,0.42,7.75
2773,5.01,30.86,70,10.1,125.27,18,99.26,Healthy,0.31,8.14
2774,5.13,30.78,60,9.73,126.29,18,99.26,Healthy,0.3,7.95
2775,4.95,30.76,50,10.03,127.34,18,99.26,Healthy,0.41,8.35
2776,5.13,30.85,40,9.77,127.87,18,99.25,Healthy,0.34,8.7
2777,5.16,30.88,30,9.95,126.39,18,99.25,Healthy,0.44,9.29
2778,5.18,30.79,20,9.94,124.96,18,99.25,Healthy,0.27,8.56
2779,4.99,30.66,10,9.87,126.14,18,99.25,Healthy,0.33,8.15
2780,5.14,30.68,0,10.06,127.21,19,99.25,Healthy,0.4,8.45
2781,5.14,30.79,10,9.71,126.35,19,99.24,Healthy,0.33,8.41
2782,5.07,30.73,20,9.69,124.5,19,99.24,Healthy,0.23,8.6
2783,5.1,30.64,30,9.75,127.38,19,99.24,Healthy,0.35,7.94
2784,4.97,30.75,40,9.91,128.49,19,99.24,Healthy,0.4,7.61
2785,5.03,30.77,50,10.25,128.09,19,99.24,Healthy,0.37,7.86
2786,5.04,30.66,60,9.89,127.22,19,99.23,Healthy,0.31,7.32
2787,5.12,30.82,70,9.95,127.54,19,99.23,Healthy,0.39,7.65
2788,4.98,30.8,80,10.26,127.98,19,99.23,Healthy,0.25,7.58
2789,5.16,30.84,90,9.85,124.92,19,99.23,Healthy,0.33,7.89
2790,5.03,30.8,100,10.19,125.97,19,99.23,Healthy,0.23,8.07
2791,5.09,30.72,90,10.02,125.76,19,99.22,Healthy,0.24,8.26
2792,5.14,30.71,80,10.06,127.48,19,99.22,Healthy,0.37,8.06
2793,4.94,30.62,70,10.02,126.27,19,99.22,Healthy,0.43,8.1
2794,5.06,30.56,60,10.2,127.03,19,99.22,Healthy,0.45,8.26
2795,4.96,30.55,50,10.17,125.58,19,99.21,Healthy,0.43,7.82
2796,5.07,30.7,40,9.95,126.54,19,99.21,Healthy,0.32,7.8
2797,4.99,30.66,30,10.25,126.75,19,99.21,Healthy,0.35,8.45
2798,5.03,30.6,20,9.95,126.2,19,99.21,Healthy,0.27,8.56
2799,4.96,30.68,10,9.92,126.15,19,99.21,Healthy,0.41,8.45
2800,5.02,30.69,0,10.19,128.11,20,99.21,Healthy,0.34,8.42
2801,5.23,30.19,10,9.7,123.12,0,100.0,Healthy,0.42,17.68
2802,5.19,30.45,20,9.69,122.67,0,100.0,Healthy,0.3,20.03
2803,5.43,30.76,30,10.1,121.89,0,100.0,Healthy,0.45,22.61
2804,5.39,31.06,40,9.87,122.63,0,100.0,Healthy,0.34,25.6
2805,5.55,31.29,50,9.9,122.66,0,99.99,Healthy,0.34,27.33
2806,5.52,31.48,60,9.67,122.74,0,99.99,Healthy,0.52,29.83
2807,5.64,31.65,70,10.21,119.78,0,99.99,Healthy,0.35,31.0
2808,5.65,32.06,80,9.88,120.34,0,99.98,Healthy,0.42,33.11
2809,5.57,32.22,90,9.86,118.89,0,99.98,Healthy,0.35,34.07
2810,5.56,32.61,100,9.73,121.45,0,99.98,Healthy,0.42,35.64
2811,5.52,32.69,90,9.75,117.97,0,99.98,Healthy,0.49,36.79
2812,5.73,32.76,80,9.66,117.56,0,99.98,Healthy,0.57,38.17
2813,5.62,32.8,70,9.78,118.07,0,99.98,Healthy,0.55,39.18
2814,5.66,33.13,60,9.94,118.31,0,99.97,Healthy,0.5,40.23
2815,5.77,33.22,50,9.79,117.85,0,99.97,Healthy,0.44,40.5
2816,5.83,33.5,40,10.29,117.0,0,99.97,Healthy,0.49,41.6
2817,5.66,33.76,30,9.93,117.27,0,99.97,Healthy,0.42,42.46
2818,5.87,33.85,20,10.27,118.74,0,99.97,Healthy,0.43,43.09
2819,5.82,34.06,10,10.22,114.34,0,99.97,Healthy,0.64,43.6
2820,5.66,34.05,0,9.75,116.71,1,99.97,Healthy,0.48,43.84
2821,5.7,33.96,10,9.75,116.33,1,99.97,Healthy,0.42,44.81
2822,5.85,33.97,20,9.7,118.68,1,99.96,Healthy,0.47,44.66
2823,5.77,33.95,30,10.27,118.46,1,99.96,Healthy,0.45,45.54
2824,5.83,33.9,40,9.82,115.44,1,99.96,Healthy,0.41,45.2
2825,5.72,34.18,50,9.99,116.27,1,99.96,Healthy,0.46,45.65
2826,5.76,34.24,60,9.95,114.82,1,99.96,Healthy,0.53,45.31
2827,5.75,34.32,70,9.85,114.01,1,99.95,Healthy,0.42,45.75
2828,5.87,34.29,80,9.82,114.83,1,99.95,Healthy,0.63,45.88
2829,5.83,34.25,90,9.74,114.5,1,99.95,Healthy,0.59,45.74
2830,5.83,34.35,100,9.66,117.12,1,99.95,Healthy,0.6,46.32
2831,5.87,34.45,90,9.85,117.36,1,99.95,Healthy,0.64,46.3
2832,5.75,34.58,80,9.75,116.03,1,99.95,Healthy,0.61,45.98
2833,5.73,34.44,70,10.06,116.36,1,99.95,Healthy,0.42,45.54
2834,5.76,34.39,60,9.96,116.07,1,99.94,Healthy,0.47,45.93
2835,5.91,34.39,50,10.28,118.44,1,99.94,Healthy,0.61,45.54
2836,5.83,34.38,40,10.11,116.55,1,99.94,Healthy,0.56,45.9
2837,5.74,34.44,30,10.22,117.44,1,99.94,Healthy,0.59,45.39
2838,5.72,34.39,20,10.14,116.8,1,99.94,Healthy,0.58,45.21
2839,5.76,34.41,10,9.67,116.57,1,99.93,Healthy,0.61,45.27
2840,5.79,34.47,0,10.21,115.44,2,99.93,Healthy,0.57,44.99
2841,5.84,34.41,10,9.9,117.22,2,99.93,Healthy,0.6,45.86
2842,5.83,34.37,20,10.27,114.58,2,99.92,Healthy,0.56,46.63
2843,5.95,34.45,30,10.33,114.13,2,99.92,Healthy,0.47,47.21
2844,5.73,34.58,40,9.85,117.98,2,99.92,Healthy,0.59,47.43
2845,5.94,34.65,50,10.28,116.8,2,99.91,Healthy,0.61,47.98
2846,5.85,34.71,60,10.24,115.24,2,99.91,Healthy,0.42,47.32
2847,5.94,34.71,70,9.82,114.11,2,99.91,Healthy,0.47,47.48
2848,5.84,34.72,80,9.68,114.52,2,99.91,Healthy,0.61,47.57
2849,5.95,34.78,90,9.8,116.97,2,99.9,Healthy,0.55,47.53
2850,5.77,34.64,100,9.91,113.67,2,99.9,Healthy,0.46,47.2
2851,5.91,34.68,90,10.14,116.42,2,99.9,Healthy,0.58,47.79
2852,5.89,34.76,80,10.34,114.24,2,99.9,Healthy,0.42,47.13
2853,5.76,34.72,70,10.25,117.14,2,99.9,Healthy,0.44,46.96
2854,5.95,34.79,60,10.21,118.16,2,99.9,Healthy,0.62,46.83
2855,5.74,34.75,50,9.95,117.35,2,99.9,Healthy,0.62,47.47
2856,5.77,34.75,40,10.12,114.78,2,99.9,Healthy,0.48,48.01
2857,5.9,34.88,30,10.21,117.2,2,99.9,Healthy,0.61,48.01
2858,5.82,34.81,20,10.14,113.18,2,99.9,Healthy,0.47,47.65
2859,5.94,34.94,10,9.86,117.07,2,99.89,Healthy,0.57,47.22
2860,5.83,34.89,0,10.37,115.41,3,99.89,Healthy,0.56,46.85
2861,5.83,34.96,10,9.86,114.91,3,99.89,Healthy,0.48,46.69
2862,5.91,35.02,20,9.88,116.5,3,99.89,Healthy,0.54,46.82
2863,5.83,34.95,30,10.1,117.15,3,99.88,Healthy,0.58,46.89
2864,5.87,35.03,40,10.18,113.6,3,99.88,Healthy,0.48,46.81
2865,5.82,35.06,50,9.79,113.92,3,99.88,Healthy,0.45,47.5
2866,5.76,34.93,60,10.31,114.19,3,99.87,Healthy,0.58,46.87
2867,5.8,34.99,70,10.28,116.74,3,99.87,Healthy,0.49,46.4
2868,5.69,35.07,80,10.02,113.89,3,99.86,Healthy,0.51,46.98
2869,5.89,35.14,90,10.03,117.23,3,99.85,Healthy,0.56,46.96
2870,5.88,35.03,100,10.35,116.26,3,99.84,Healthy,0.64,47.61
2871,5.78,35.07,90,10.09,117.19,3,99.84,Healthy,0.6,47.26
2872,5.87,35.11,80,10.07,115.28,3,99.82,Healthy,0.58,47.62
2873,5.71,35.23,70,9.74,113.35,3,99.81,Healthy,0.53,47.71
2874,5.88,35.16,60,10.06,114.63,3,99.8,Air Leakage,0.67,47.08
2875,5.85,35.21,50,10.28,113.83,3,99.79,Air Leakage,0.59,47.07
2876,5.79,35.03,40,10.27,116.75,3,99.78,Air Leakage,0.59,46.56
2877,5.81,35.12,30,9.86,113.46,3,99.76,Air Leakage,0.71,46.26
2878,5.75,35.0,20,10.23,113.11,3,99.75,Air Leakage,0.59,46.21
2879,5.73,35.07,10,9.89,115.22,3,99.73,Air Leakage,0.46,46.57
2880,5.87,35.12,0,10.37,115.69,4,99.72,Air Leakage,0.72,47.14
2881,5.78,34.99,10,9.88,114.39,4,99.7,Air Leakage,0.59,44.05
2882,5.7,34.96,20,9.84,117.67,4,99.68,Air Leakage,0.53,41.53
2883,5.66,34.82,30,10.24,115.73,4,99.67,Air Leakage,0.48,39.15
2884,5.47,34.55,40,10.37,117.84,4,99.64,Air Leakage,0.62,36.69
2885,5.45,34.35,50,10.25,115.83,4,99.62,Air Leakage,0.44,34.87
2886,5.31,34.34,60,10.13,117.63,4,99.59,Air Leakage,0.54,32.57
2887,5.41,34.36,70,10.41,120.38,4,99.56,Air Leakage,0.64,30.99
2888,5.35,34.34,80,10.03,120.8,4,99.54,Air Leakage,0.55,29.61
2889,5.25,34.16,90,10.46,118.06,4,99.51,Air Leakage,0.54,28.04
2890,5.18,33.96,100,10.51,119.45,4,99.49,Air Leakage,0.62,26.66
2891,5.33,33.94,90,9.78,120.67,4,99.47,Air Leakage,0.55,25.89
2892,5.15,33.79,80,10.41,122.12,4,99.45,Air Leakage,0.61,24.89
2893,5.18,33.84,70,10.37,121.22,4,99.42,Air Leakage,0.41,23.8
2894,5.15,33.6,60,9.91,121.54,4,99.38,Air Leakage,0.61,23.28
2895,5.24,33.52,50,10.52,120.31,4,99.36,Air Leakage,0.7,23.04
2896,5.21,33.35,40,10.55,121.02,4,99.33,Air Leakage,0.67,22.96
2897,5.26,33.16,30,10.55,121.07,4,99.28,Air Leakage,0.51,22.13
2898,5.36,33.14,20,10.1,123.64,4,99.24,Air Leakage,0.67,20.93
2899,5.19,33.02,10,10.12,122.05,4,99.21,Air Leakage,0.67,19.83
2900,5.05,32.96,0,10.31,125.46,5,99.18,Air Leakage,0.55,19.05
2901,5.04,32.8,10,9.99,124.23,5,99.15,Air Leakage,0.6,18.25
2902,5.03,32.9,20,9.94,122.6,5,99.12,Air Leakage,0.67,18.29
2903,5.03,33.0,30,10.11,121.29,5,99.07,Air Leakage,0.5,18.04
2904,5.15,32.86,40,9.84,122.21,5,99.04,Air Leakage,0.59,18.23
2905,5.01,32.8,50,10.5,119.83,5,98.98,Air Leakage,0.5,18.57
2906,5.17,32.73,60,10.62,122.57,5,98.94,Air Leakage,0.62,18.97
2907,4.9,32.72,70,10.24,124.93,5,98.91,Air Leakage,0.61,18.1
2908,4.93,32.73,80,9.95,123.24,5,98.85,Air Leakage,0.5,18.35
2909,5.06,32.73,90,10.08,122.71,5,98.82,Air Leakage,0.64,18.71
2910,5.1,32.65,100,10.14,122.96,5,98.77,Air Leakage,0.68,18.82
2911,4.89,32.87,90,10.4,121.46,5,98.74,Air Leakage,0.61,17.99
2912,5.12,32.87,80,10.67,118.87,5,98.69,Air Leakage,0.81,18.32
2913,5.03,32.85,70,10.2,119.63,5,98.63,Air Leakage,0.7,18.51
2914,4.94,32.79,60,10.17,121.62,5,98.58,Air Leakage,0.72,18.92
2915,5.05,32.81,50,10.52,123.37,5,98.53,Air Leakage,0.58,19.05
2916,5.22,32.93,40,10.71,120.86,5,98.47,Air Leakage,0.74,19.35
2917,5.04,33.14,30,9.99,120.46,5,98.41,Air Leakage,0.76,19.62
2918,5.18,33.33,20,10.17,123.68,5,98.37,Air Leakage,0.8,19.46
2919,4.88,33.08,10,10.12,120.96,5,98.34,Air Leakage,0.45,18.78
2920,4.84,32.97,0,9.89,121.42,6,98.28,Air Leakage,0.59,18.24
2921,5.13,33.0,10,10.3,120.62,6,98.24,Air Leakage,0.66,17.69
2922,4.96,33.09,20,10.29,121.39,6,98.2,Air Leakage,0.84,17.5
2923,5.0,33.2,30,10.09,121.76,6,98.14,Air Leakage,0.69,17.27
2924,5.1,33.18,40,10.06,120.16,6,98.11,Air Leakage,0.8,17.38
2925,4.8,33.15,50,10.33,120.12,6,98.05,Air Leakage,0.48,16.91
2926,5.19,32.99,60,10.45,122.44,6,97.99,Air Leakage,0.7,16.83
2927,4.83,32.77,70,10.72,120.94,6,97.93,Air Leakage,0.83,16.37
2928,5.17,32.65,80,10.08,122.9,6,97.87,Air Leakage,0.54,16.04
2929,5.18,32.64,90,10.1,121.37,6,97.8,Air Leakage,0.75,16.48
2930,4.96,32.54,100,10.22,123.36,6,97.74,Air Leakage,0.62,16.93
2931,5.06,32.56,90,10.08,119.26,6,97.68,Air Leakage,0.68,17.48
2932,5.19,32.7,80,10.13,125.01,6,97.64,Air Leakage,0.64,17.66
2933,4.82,32.7,70,10.15,121.55,6,97.58,Air Leakage,0.45,17.97
2934,4.91,32.67,60,10.57,120.88,6,97.54,Air Leakage,0.54,18.17
2935,4.95,32.72,50,10.45,122.98,6,97.5,Air Leakage,0.67,17.75
2936,5.09,32.61,40,10.15,121.17,6,97.47,Air Leakage,0.49,17.81
2937,4.97,32.58,30,10.34,122.23,6,97.41,Air Leakage,0.61,18.01
2938,5.2,32.63,20,10.46,121.21,6,97.36,Air Leakage,0.77,18.44
2939,5.14,32.76,10,10.22,121.3,6,97.32,Air Leakage,0.5,18.29
2940,5.01,32.76,0,10.53,119.6,7,97.26,Air Leakage,0.67,18.44
2941,4.85,32.87,10,10.15,120.25,7,97.21,Air Leakage,0.79,18.59
2942,5.12,32.87,20,10.43,120.52,7,97.15,Air Leakage,0.92,18.35
2943,5.06,32.85,30,10.16,119.77,7,97.11,Air Leakage,0.51,18.74
2944,5.16,32.94,40,10.44,120.96,7,97.08,Air Leakage,0.61,18.99
2945,4.93,32.96,50,10.36,125.02,7,97.01,Air Leakage,0.6,18.77
2946,5.07,32.78,60,10.32,119.89,7,96.97,Air Leakage,0.61,19.08
2947,5.21,32.64,70,10.17,120.9,7,96.92,Air Leakage,0.58,18.23
2948,5.0,32.74,80,10.15,122.89,7,96.9,Air Leakage,0.61,17.58
2949,4.9,32.74,90,10.31,120.94,7,96.86,Air Leakage,0.69,17.42
2950,5.1,32.79,100,10.18,121.48,7,96.8,Air Leakage,0.45,17.75
2951,4.93,32.81,90,10.13,122.48,7,96.73,Air Leakage,0.73,17.93
2952,4.96,32.95,80,10.11,123.83,7,96.68,Air Leakage,0.77,17.12
2953,5.02,32.98,70,10.37,123.99,7,96.63,Air Leakage,0.69,16.67
2954,4.93,32.92,60,10.0,122.13,7,96.57,Air Leakage,0.54,17.19
2955,4.91,32.96,50,10.25,124.22,7,96.52,Air Leakage,0.57,16.92
2956,4.92,32.87,40,10.03,122.35,7,96.48,Air Leakage,0.7,17.35
2957,4.98,32.75,30,10.21,119.7,7,96.42,Air Leakage,0.64,16.8
2958,5.07,32.79,20,10.3,124.94,7,96.39,Air Leakage,0.71,16.86
2959,5.07,32.84,10,10.45,119.4,7,96.36,Air Leakage,0.54,17.14
2960,5.0,32.84,0,10.47,120.49,8,96.32,Air Leakage,0.6,16.42
2961,4.89,32.62,10,10.35,124.49,8,96.28,Air Leakage,0.68,16.06
2962,5.04,32.58,20,10.2,122.47,8,96.23,Air Leakage,0.74,16.04
2963,4.9,32.55,30,10.4,121.39,8,96.2,Air Leakage,0.6,16.55
2964,5.05,32.61,40,10.46,124.03,8,96.15,Air Leakage,0.51,16.17
2965,5.09,32.52,50,10.41,121.68,8,96.11,Air Leakage,0.52,16.92
2966,5.0,32.51,60,10.5,123.48,8,96.05,Air Leakage,0.44,17.66
2967,5.08,32.49,70,10.4,123.52,8,96.02,Air Leakage,0.69,18.25
2968,5.17,32.46,80,10.52,123.81,8,95.97,Air Leakage,0.67,18.0
2969,4.77,32.42,90,9.98,122.59,8,95.93,Air Leakage,0.85,18.48
2970,5.2,32.56,100,10.04,122.08,8,95.88,Air Leakage,0.67,18.05
2971,4.96,32.77,90,10.1,123.85,8,95.82,Air Leakage,0.65,18.14
2972,5.09,32.59,80,10.78,122.37,8,95.75,Air Leakage,0.65,17.66
2973,4.96,32.63,70,10.31,122.79,8,95.69,Air Leakage,0.76,18.34
2974,5.2,32.73,60,9.89,121.96,8,95.63,Air Leakage,0.85,18.53
2975,5.27,32.71,50,10.65,120.71,8,95.57,Air Leakage,0.67,18.14
2976,4.86,32.67,40,10.56,121.63,8,95.52,Air Leakage,0.82,17.8
2977,4.96,32.7,30,10.26,120.87,8,95.46,Air Leakage,0.67,18.09
2978,5.07,32.53,20,10.09,122.77,8,95.42,Air Leakage,0.81,18.26
2979,5.15,32.57,10,10.0,121.4,8,95.37,Air Leakage,0.57,17.96
2980,4.94,32.43,0,10.66,121.52,9,95.34,Air Leakage,0.81,17.76
2981,4.91,32.45,10,10.08,119.76,9,95.31,Air Leakage,0.48,18.01
2982,4.99,32.53,20,10.12,121.43,9,95.25,Air Leakage,0.71,18.22
2983,4.88,32.49,30,10.54,123.9,9,95.22,Air Leakage,0.72,18.01
2984,4.85,32.58,40,10.22,121.27,9,95.16,Air Leakage,0.83,18.12
2985,4.88,32.75,50,10.43,119.91,9,95.13,Air Leakage,0.61,18.46
2986,5.12,32.83,60,10.46,120.8,9,95.09,Air Leakage,0.79,18.21
2987,5.27,32.81,70,10.6,122.76,9,95.06,Air Leakage,0.72,18.41
2988,5.24,32.84,80,10.47,122.42,9,95.02,Air Leakage,0.81,18.36
2989,4.97,32.98,90,10.34,119.29,9,94.96,Air Leakage,0.63,17.81
2990,5.05,32.99,100,10.7,122.24,9,94.9,Air Leakage,0.66,17.34
2991,5.18,32.98,90,10.04,120.53,9,94.87,Air Leakage,0.73,16.99
2992,5.13,32.93,80,10.62,123.73,9,94.84,Air Leakage,0.56,16.96
2993,5.12,32.98,70,10.28,125.31,9,94.77,Air Leakage,0.51,16.88
2994,4.91,32.99,60,10.44,123.31,9,94.73,Air Leakage,0.58,17.23
2995,5.15,33.13,50,10.35,118.72,9,94.66,Air Leakage,0.52,17.94
2996,5.03,33.28,40,10.4,121.97,9,94.63,Air Leakage,0.77,17.5
2997,4.94,33.07,30,10.12,121.7,9,94.59,Air Leakage,0.78,18.21
2998,4.93,33.13,20,10.64,120.73,9,94.55,Air Leakage,0.68,17.76
2999,5.01,33.02,10,10.55,120.84,9,94.51,Air Leakage,0.75,17.85
3000,5.07,33.01,0,10.61,120.29,10,94.46,Air Leakage,0.74,17.95
3001,5.02,33.09,10,10.17,121.34,10,94.43,Air Leakage,0.7,17.38
3002,5.02,33.09,20,10.3,122.56,10,94.37,Air Leakage,0.44,17.77
3003,5.22,33.05,30,10.2,118.61,10,94.34,Air Leakage,0.55,17.85
3004,4.79,32.96,40,10.31,125.62,10,94.29,Air Leakage,0.47,17.78
3005,4.95,32.81,50,10.37,124.24,10,94.26,Air Leakage,0.64,17.34
3006,4.84,32.83,60,10.62,121.53,10,94.21,Air Leakage,0.74,17.7
3007,5.06,32.79,70,10.2,125.22,10,94.18,Air Leakage,0.83,17.7
3008,5.07,32.9,80,10.61,121.7,10,94.13,Air Leakage,0.64,18.24
3009,5.01,33.09,90,10.48,121.96,10,94.07,Air Leakage,0.47,18.72
3010,5.1,33.21,100,10.55,121.93,10,94.03,Air Leakage,0.47,18.6
3011,4.96,33.34,90,10.01,123.12,10,94.0,Air Leakage,0.84,18.93
3012,5.03,33.17,80,9.93,123.22,10,93.97,Air Leakage,0.55,19.48
3013,5.06,33.14,70,10.69,122.76,10,93.91,Air Leakage,0.59,19.1
3014,4.86,33.18,60,10.16,121.04,10,93.86,Air Leakage,0.62,18.82
3015,4.98,33.1,50,10.03,119.2,10,93.79,Air Leakage,0.73,19.11
3016,5.17,33.05,40,10.34,123.0,10,93.76,Air Leakage,0.62,18.73
3017,4.88,33.14,30,9.92,125.09,10,93.72,Air Leakage,0.5,19.09
3018,5.02,33.11,20,10.36,122.42,10,93.68,Air Leakage,0.58,18.86
3019,5.05,33.18,10,10.27,125.34,10,93.62,Air Leakage,0.65,19.0
3020,5.13,32.95,0,10.32,123.07,11,93.58,Air Leakage,0.71,19.34
3021,4.95,33.04,10,10.43,124.59,11,93.53,Air Leakage,0.76,18.6
3022,4.99,33.1,20,10.52,120.69,11,93.5,Air Leakage,0.58,19.06
3023,5.06,32.96,30,10.33,120.21,11,93.43,Air Leakage,0.69,19.17
3024,5.19,32.88,40,10.51,121.28,11,93.38,Air Leakage,0.81,19.11
3025,5.05,32.99,50,10.43,124.79,11,93.34,Air Leakage,0.48,18.71
3026,5.17,32.94,60,10.48,123.42,11,93.31,Air Leakage,0.6,18.45
3027,5.1,32.98,70,10.17,120.66,11,93.25,Air Leakage,0.46,18.21
3028,4.9,32.74,80,10.21,119.98,11,93.19,Air Leakage,0.5,18.24
3029,5.09,32.95,90,9.95,123.12,11,93.12,Air Leakage,0.53,18.31
3030,5.0,32.99,100,10.31,125.11,11,93.08,Air Leakage,0.55,18.17
3031,5.02,32.99,90,10.48,120.76,11,93.03,Air Leakage,0.73,17.75
3032,5.01,32.74,80,10.61,118.96,11,92.97,Air Leakage,0.85,17.95
3033,4.81,32.65,70,10.08,122.79,11,92.9,Air Leakage,0.61,17.34
3034,4.89,32.69,60,10.5,120.6,11,92.86,Air Leakage,0.69,18.01
3035,4.91,32.67,50,10.0,120.55,11,92.82,Air Leakage,0.53,18.34
3036,4.98,32.71,40,10.11,121.58,11,92.76,Air Leakage,0.74,18.91
3037,4.85,32.78,30,10.16,119.96,11,92.72,Air Leakage,0.59,18.38
3038,4.87,32.91,20,10.54,122.36,11,92.67,Air Leakage,0.54,17.95
3039,5.16,33.01,10,10.55,120.6,11,92.62,Air Leakage,0.67,17.67
3040,5.04,33.15,0,10.76,118.97,12,92.57,Air Leakage,0.62,17.75
3041,4.86,33.13,10,10.34,120.05,12,92.52,Air Leakage,0.71,19.41
3042,5.06,33.09,20,10.39,121.99,12,92.48,Air Leakage,0.73,20.77
3043,5.08,33.23,30,10.66,121.44,12,92.45,Air Leakage,0.78,22.3
3044,5.06,33.17,40,10.38,118.19,12,92.4,Air Leakage,0.6,23.72
3045,4.97,33.41,50,10.55,120.89,12,92.37,Air Leakage,0.84,24.42
3046,5.23,33.53,60,10.43,120.33,12,92.32,Air Leakage,0.75,25.93
3047,5.1,33.43,70,10.34,117.13,12,92.26,Air Leakage,0.77,27.28
3048,5.33,33.52,80,10.27,121.44,12,92.2,Air Leakage,0.53,28.36
3049,5.37,33.65,90,10.59,119.66,12,92.17,Air Leakage,0.5,29.42
3050,5.29,33.71,100,10.57,116.44,12,92.13,Air Leakage,0.79,30.14
3051,5.24,33.69,90,10.33,120.61,12,92.09,Air Leakage,0.51,30.97
3052,5.25,33.82,80,10.02,116.64,12,92.06,Air Leakage,0.51,31.78
3053,5.31,33.8,70,10.23,118.92,12,92.03,Air Leakage,0.91,31.96
3054,5.31,33.79,60,10.53,117.82,12,91.96,Air Leakage,0.82,32.54
3055,5.25,33.87,50,10.38,118.94,12,91.92,Air Leakage,0.74,32.91
3056,5.23,33.82,40,10.43,117.93,12,91.88,Air Leakage,0.72,33.45
3057,5.25,33.95,30,10.33,117.27,12,91.85,Air Leakage,0.61,34.07
3058,5.39,33.86,20,10.06,115.09,12,91.82,Air Leakage,0.67,34.35
3059,5.53,33.99,10,10.82,117.59,12,91.75,Air Leakage,0.61,34.92
3060,5.37,33.88,0,10.76,116.92,13,91.71,Air Leakage,0.63,35.64
3061,5.5,34.11,10,10.36,116.75,13,91.66,Air Leakage,0.63,35.29
3062,5.41,34.18,20,10.42,116.06,13,91.62,Air Leakage,0.76,35.53
3063,5.31,34.26,30,10.33,115.43,13,91.56,Air Leakage,0.54,35.46
3064,5.42,34.34,40,10.19,116.72,13,91.53,Air Leakage,0.62,36.02
3065,5.6,34.33,50,10.24,119.95,13,91.5,Air Leakage,0.79,36.05
3066,5.59,34.33,60,10.02,116.28,13,91.46,Air Leakage,0.52,36.32
3067,5.26,34.25,70,10.2,117.03,13,91.41,Air Leakage,0.77,36.34
3068,5.23,34.41,80,10.4,117.06,13,91.37,Air Leakage,0.69,35.85
3069,5.45,34.41,90,10.65,115.84,13,91.31,Air Leakage,0.52,36.4
3070,5.52,34.51,100,10.66,114.91,13,91.27,Air Leakage,0.92,36.57
3071,5.3,34.4,90,10.23,116.73,13,91.21,Air Leakage,0.81,36.94
3072,5.56,34.44,80,10.22,114.66,13,91.17,Air Leakage,0.54,37.5
3073,5.29,34.53,70,10.47,115.36,13,91.13,Air Leakage,0.74,37.35
3074,5.33,34.65,60,10.41,118.77,13,91.07,Air Leakage,0.9,36.74
3075,5.57,34.71,50,10.43,118.96,13,91.02,Air Leakage,0.97,37.22
3076,5.46,34.68,40,10.27,119.4,13,90.95,Air Leakage,0.76,37.06
3077,5.55,34.69,30,10.59,117.33,13,90.9,Air Leakage,0.63,37.06
3078,5.54,34.6,20,10.56,114.54,13,90.83,Air Leakage,0.75,37.17
3079,5.24,34.54,10,10.3,114.27,13,90.77,Air Leakage,0.69,36.8
3080,5.28,34.74,0,10.65,114.63,14,90.72,Air Leakage,0.67,36.48
3081,5.43,34.81,10,10.04,117.16,14,90.67,Air Leakage,0.69,37.08
3082,5.26,34.96,20,10.62,115.51,14,90.63,Air Leakage,0.56,37.58
3083,5.37,34.81,30,10.03,117.54,14,90.59,Air Leakage,0.79,37.39
3084,5.34,34.9,40,10.19,116.96,14,90.54,Air Leakage,0.59,37.82
3085,5.27,34.95,50,10.54,119.67,14,90.51,Air Leakage,0.55,37.69
3086,5.42,34.9,60,10.04,119.62,14,90.45,Air Leakage,0.86,37.97
3087,5.41,34.87,70,10.41,118.66,14,90.39,Air Leakage,0.85,37.59
3088,5.56,34.93,80,10.45,116.26,14,90.33,Air Leakage,0.67,37.21
3089,5.31,34.9,90,10.51,114.6,14,90.27,Air Leakage,0.69,36.79
3090,5.26,35.0,100,10.49,113.3,14,90.2,Air Leakage,0.73,36.28
